Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
TE,Harold Fannin Jr. (40143156),Harold Fannin Jr.,40143156,TE/FLEX,3700,CLE@DET 09/28/2025 01:00PM ET,CLE,9.63
WR,Darius Slayton (40142834),Darius Slayton,40142834,WR/FLEX,3700,LAC@NYG 09/28/2025 01:00PM ET,NYG,5.03
WR,Kendrick Bourne (40142830),Kendrick Bourne,40142830,WR/FLEX,3700,JAX@SF 09/28/2025 04:05PM ET,SF,7
WR,Parker Washington (40142836),Parker Washington,40142836,WR/FLEX,3700,JAX@SF 09/28/2025 04:05PM ET,JAX,6.67
TE,Kyle Pitts Sr. (40143158),Kyle Pitts Sr.,40143158,TE/FLEX,3600,WAS@ATL 09/28/2025 01:00PM ET,ATL,9.5
WR,Elijah Moore (40142840),Elijah Moore,40142840,WR/FLEX,3600,NO@BUF 09/28/2025 01:00PM ET,BUF,6.3
WR,Brandin Cooks (40142842),Brandin Cooks,40142842,WR/FLEX,3600,NO@BUF 09/28/2025 01:00PM ET,NO,5.2
WR,Jack Bech (40142838),Jack Bech,40142838,WR/FLEX,3600,CHI@LV 09/28/2025 04:25PM ET,LV,1.77
WR,Olamide Zaccheaus (40142844),Olamide Zaccheaus,40142844,WR/FLEX,3600,CHI@LV 09/28/2025 04:25PM ET,CHI,6.3
WR,Isaac TeSlaa (40142850),Isaac TeSlaa,40142850,WR/FLEX,3500,CLE@DET 09/28/2025 01:00PM ET,DET,4.07
DST,Lions  (40143367),Lions ,40143367,DST,3500,CLE@DET 09/28/2025 01:00PM ET,DET,5.33
WR,Tyler Lockett (40142852),Tyler Lockett,40142852,WR/FLEX,3500,TEN@HOU 09/28/2025 01:00PM ET,TEN,3.53
TE,Chig Okonkwo (40143160),Chig Okonkwo,40143160,TE/FLEX,3500,TEN@HOU 09/28/2025 01:00PM ET,TEN,8
WR,Xavier Legette (40142846),Xavier Legette,40142846,WR/FLEX,3500,CAR@NE 09/28/2025 01:00PM ET,CAR,2.4
WR,Demarcus Robinson (40142848),Demarcus Robinson,40142848,WR/FLEX,3500,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Luke McCaffrey (40142860),Luke McCaffrey,40142860,WR/FLEX,3400,WAS@ATL 09/28/2025 01:00PM ET,WAS,6.5
WR,Xavier Hutchinson (40142858),Xavier Hutchinson,40142858,WR/FLEX,3400,TEN@HOU 09/28/2025 01:00PM ET,HOU,5
DST,Texans  (40143368),Texans ,40143368,DST,3400,TEN@HOU 09/28/2025 01:00PM ET,HOU,6
WR,Jahan Dotson (40142854),Jahan Dotson,40142854,WR/FLEX,3400,PHI@TB 09/28/2025 01:00PM ET,PHI,4
TE,Cade Otton (40143162),Cade Otton,40143162,TE/FLEX,3400,PHI@TB 09/28/2025 01:00PM ET,TB,1.83
WR,Devontez Walker (40142856),Devontez Walker,40142856,WR/FLEX,3400,BAL@KC 09/28/2025 04:25PM ET,BAL,7
WR,Jaylin Lane (40142868),Jaylin Lane,40142868,WR/FLEX,3300,WAS@ATL 09/28/2025 01:00PM ET,WAS,3.37
TE,Dalton Schultz (40143166),Dalton Schultz,40143166,TE/FLEX,3300,TEN@HOU 09/28/2025 01:00PM ET,HOU,6.87
WR,Mack Hollins (40142862),Mack Hollins,40142862,WR/FLEX,3300,CAR@NE 09/28/2025 01:00PM ET,NE,5.27
DST,Chargers  (40143369),Chargers ,40143369,DST,3300,LAC@NYG 09/28/2025 01:00PM ET,LAC,6
WR,Marquez Valdes-Scantling (40142864),Marquez Valdes-Scantling,40142864,WR/FLEX,3300,JAX@SF 09/28/2025 04:05PM ET,SF,0.63
WR,Jalen Royals (40142866),Jalen Royals,40142866,WR/FLEX,3300,BAL@KC 09/28/2025 04:25PM ET,KC,0
TE,Isaiah Likely (40143164),Isaiah Likely,40143164,TE/FLEX,3300,BAL@KC 09/28/2025 04:25PM ET,BAL,0
WR,Curtis Samuel (40142872),Curtis Samuel,40142872,WR/FLEX,3200,NO@BUF 09/28/2025 01:00PM ET,BUF,0
WR,Kalif Raymond (40142874),Kalif Raymond,40142874,WR/FLEX,3200,CLE@DET 09/28/2025 01:00PM ET,DET,2.77
TE,Ja'Tavion Sanders (40143170),Ja'Tavion Sanders,40143170,TE/FLEX,3200,CAR@NE 09/28/2025 01:00PM ET,CAR,6.73
WR,Tez Johnson (40142870),Tez Johnson,40142870,WR/FLEX,3200,PHI@TB 09/28/2025 01:00PM ET,TB,0
TE,Brenton Strange (40143168),Brenton Strange,40143168,TE/FLEX,3200,JAX@SF 09/28/2025 04:05PM ET,JAX,8.9
DST,49ers  (40143370),49ers ,40143370,DST,3200,JAX@SF 09/28/2025 04:05PM ET,SF,6.33
WR,Tylan Wallace (40142876),Tylan Wallace,40142876,WR/FLEX,3200,BAL@KC 09/28/2025 04:25PM ET,BAL,3.5
WR,Devaughn Vele (40142882),Devaughn Vele,40142882,WR/FLEX,3100,NO@BUF 09/28/2025 01:00PM ET,NO,4.8
WR,Isaiah Bond (40142884),Isaiah Bond,40142884,WR/FLEX,3100,CLE@DET 09/28/2025 01:00PM ET,CLE,2.53
DST,Patriots  (40143371),Patriots ,40143371,DST,3100,CAR@NE 09/28/2025 01:00PM ET,NE,7.33
WR,Ryan Miller (40142880),Ryan Miller,40142880,WR/FLEX,3100,PHI@TB 09/28/2025 01:00PM ET,TB,3
WR,Adonai Mitchell (40142878),Adonai Mitchell,40142878,WR/FLEX,3100,IND@LAR 09/28/2025 04:05PM ET,IND,2.7
TE,Jake Tonges (40143174),Jake Tonges,40143174,TE/FLEX,3100,JAX@SF 09/28/2025 04:05PM ET,SF,7.23
TE,Colston Loveland (40143172),Colston Loveland,40143172,TE/FLEX,3100,CHI@LV 09/28/2025 04:25PM ET,CHI,2.43
WR,Noah Brown (40143110),Noah Brown,40143110,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,3.3
WR,Chris Moore (40143112),Chris Moore,40143112,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,4.45
WR,Tay Martin (40143114),Tay Martin,40143114,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
WR,Ja'Corey Brooks (40143116),Ja'Corey Brooks,40143116,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
WR,Jacoby Jones (40143118),Jacoby Jones,40143118,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
WR,Casey Washington (40143120),Casey Washington,40143120,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,6.3
WR,KhaDarel Hodge (40143122),KhaDarel Hodge,40143122,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
WR,Jamal Agnew (40143124),Jamal Agnew,40143124,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
WR,David Sills V (40143126),David Sills V,40143126,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.63
WR,Chris Blair (40143128),Chris Blair,40143128,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
WR,Dylan Drummond (40143130),Dylan Drummond,40143130,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
WR,Nick Nash (40143132),Nick Nash,40143132,WR/FLEX,3000,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
DST,Commanders  (40143372),Commanders ,40143372,DST,3000,WAS@ATL 09/28/2025 01:00PM ET,WAS,7.33
WR,Mason Tipton (40143092),Mason Tipton,40143092,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0
WR,Trey Palmer (40143094),Trey Palmer,40143094,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0
WR,Kevin Austin Jr. (40143096),Kevin Austin Jr.,40143096,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0
WR,Ja'Lynn Polk (40143098),Ja'Lynn Polk,40143098,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0
WR,Bub Means (40143100),Bub Means,40143100,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0
WR,Tommy Mellott (40143102),Tommy Mellott,40143102,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,NO,0
WR,Tyrell Shavers (40143104),Tyrell Shavers,40143104,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,BUF,1.47
WR,Stephen Gosnell (40143106),Stephen Gosnell,40143106,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,BUF,0
WR,Kristian Wilkerson (40143108),Kristian Wilkerson,40143108,WR/FLEX,3000,NO@BUF 09/28/2025 01:00PM ET,BUF,0
WR,Dominic Lovett (40143068),Dominic Lovett,40143068,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0
WR,Malik Cunningham (40143070),Malik Cunningham,40143070,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0
WR,Tom Kennedy (40143072),Tom Kennedy,40143072,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0
WR,Jackson Meeks (40143074),Jackson Meeks,40143074,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0
WR,Ronnie Bell (40143076),Ronnie Bell,40143076,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,DET,0
WR,Jamari Thrash (40143078),Jamari Thrash,40143078,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,1.93
WR,DeAndre Carter (40143080),DeAndre Carter,40143080,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0
WR,Kaden Davis (40143082),Kaden Davis,40143082,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0
WR,David Bell (40143084),David Bell,40143084,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0
WR,Cade McDonald (40143086),Cade McDonald,40143086,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0
WR,Gage Larvadain (40143088),Gage Larvadain,40143088,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0
WR,Malachi Corley (40143090),Malachi Corley,40143090,WR/FLEX,3000,CLE@DET 09/28/2025 01:00PM ET,CLE,0
WR,Chimere Dike (40143042),Chimere Dike,40143042,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,2.4
WR,Van Jefferson (40143044),Van Jefferson,40143044,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,1.6
WR,Bryce Oliver (40143046),Bryce Oliver,40143046,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0.9
WR,Treylon Burks (40143048),Treylon Burks,40143048,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
WR,James Proche II (40143050),James Proche II,40143050,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
WR,Xavier Restrepo (40143052),Xavier Restrepo,40143052,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
WR,Mason Kinsey (40143054),Mason Kinsey,40143054,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,TEN,0
WR,Jaylin Noel (40143056),Jaylin Noel,40143056,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,HOU,1.03
WR,Braxton Berrios (40143058),Braxton Berrios,40143058,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
WR,Tank Dell (40143060),Tank Dell,40143060,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
WR,Justin Watson (40143062),Justin Watson,40143062,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,HOU,3
WR,Jared Wayne (40143064),Jared Wayne,40143064,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
WR,Josh Kelly (40143066),Josh Kelly,40143066,WR/FLEX,3000,TEN@HOU 09/28/2025 01:00PM ET,HOU,0
WR,Kyle Williams (40142888),Kyle Williams,40142888,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,NE,1.33
WR,David Moore (40143022),David Moore,40143022,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,0.5
WR,Brycen Tremayne (40143024),Brycen Tremayne,40143024,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,3.77
WR,Jimmy Horn Jr. (40143026),Jimmy Horn Jr.,40143026,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,0
WR,Dalevon Campbell (40143028),Dalevon Campbell,40143028,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,0
WR,Jalen Coker (40143030),Jalen Coker,40143030,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,0
WR,Ja'seem Reed (40143032),Ja'seem Reed,40143032,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,0
WR,Ainias Smith (40143034),Ainias Smith,40143034,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,CAR,0
WR,Efton Chism III (40143036),Efton Chism III,40143036,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,NE,0
WR,Jeremiah Webb (40143038),Jeremiah Webb,40143038,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,NE,0
WR,John Jiles (40143040),John Jiles,40143040,WR/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,NE,0
TE,Austin Hooper (40143180),Austin Hooper,40143180,TE/FLEX,3000,CAR@NE 09/28/2025 01:00PM ET,NE,4.53
WR,Tre' Harris (40142996),Tre' Harris,40142996,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,LAC,2.5
WR,Derius Davis (40142998),Derius Davis,40142998,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,LAC,-0.17
WR,KeAndre Lambert-Smith (40143000),KeAndre Lambert-Smith,40143000,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0
WR,Luke Grimm (40143002),Luke Grimm,40143002,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0
WR,JaQuae Jackson (40143004),JaQuae Jackson,40143004,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,LAC,0
WR,Jalin Hyatt (40143006),Jalin Hyatt,40143006,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Beaux Collins (40143008),Beaux Collins,40143008,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Gunner Olszewski (40143010),Gunner Olszewski,40143010,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Bryce Ford-Wheaton (40143012),Bryce Ford-Wheaton,40143012,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Da'Quan Felton (40143014),Da'Quan Felton,40143014,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Lil'Jordan Humphrey (40143016),Lil'Jordan Humphrey,40143016,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Ihmir Smith-Marsette (40143018),Ihmir Smith-Marsette,40143018,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Dalen Cambre (40143020),Dalen Cambre,40143020,WR/FLEX,3000,LAC@NYG 09/28/2025 01:00PM ET,NYG,0
WR,Kameron Johnson (40142974),Kameron Johnson,40142974,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,TB,0
WR,Jalen McMillan (40142976),Jalen McMillan,40142976,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,TB,0
WR,Jaden Smith (40142978),Jaden Smith,40142978,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,TB,0
WR,Garrett Greene (40142980),Garrett Greene,40142980,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,TB,0
WR,Dennis Houston (40142982),Dennis Houston,40142982,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,TB,0
WR,Darius Cooper (40142984),Darius Cooper,40142984,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,0
WR,John Metchie III (40142986),John Metchie III,40142986,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,0.93
WR,Johnny Wilson (40142988),Johnny Wilson,40142988,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,0
WR,Javon Baker (40142990),Javon Baker,40142990,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,0
WR,Terrace Marshall (40142992),Terrace Marshall,40142992,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,0
WR,Britain Covey (40142994),Britain Covey,40142994,WR/FLEX,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,0
DST,Eagles  (40143373),Eagles ,40143373,DST,3000,PHI@TB 09/28/2025 01:00PM ET,PHI,7
WR,Tutu Atwell (40142886),Tutu Atwell,40142886,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,LAR,0.47
WR,Jordan Whittington (40142952),Jordan Whittington,40142952,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,LAR,3.37
WR,Konata Mumpfield (40142954),Konata Mumpfield,40142954,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,LAR,0
WR,Xavier Smith (40142956),Xavier Smith,40142956,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,LAR,1.53
WR,Tru Edwards (40142958),Tru Edwards,40142958,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,LAR,0
WR,Brennan Presley (40142960),Brennan Presley,40142960,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,LAR,0
WR,Ashton Dulin (40142962),Ashton Dulin,40142962,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,IND,0.5
WR,Anthony Gould (40142964),Anthony Gould,40142964,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,IND,0
WR,D.J. Montgomery (40142966),D.J. Montgomery,40142966,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,IND,0
WR,Tyler Scott (40142968),Tyler Scott,40142968,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,IND,0
WR,Laquon Treadwell (40142970),Laquon Treadwell,40142970,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,IND,0
WR,Coleman Owen (40142972),Coleman Owen,40142972,WR/FLEX,3000,IND@LAR 09/28/2025 04:05PM ET,IND,0
WR,Tim Patrick (40142926),Tim Patrick,40142926,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,JAX,0.87
WR,Joshua Cephus (40142928),Joshua Cephus,40142928,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,JAX,0
WR,Erik Ezukanma (40142930),Erik Ezukanma,40142930,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,JAX,0
WR,Chandler Brayboy (40142932),Chandler Brayboy,40142932,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,JAX,0
WR,Austin Trammell (40142934),Austin Trammell,40142934,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,JAX,0
WR,Skyy Moore (40142936),Skyy Moore,40142936,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0.67
WR,Jordan Watkins (40142938),Jordan Watkins,40142938,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Malik Turner (40142940),Malik Turner,40142940,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Brandon Aiyuk (40142942),Brandon Aiyuk,40142942,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Jacob Cowing (40142944),Jacob Cowing,40142944,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Junior Bergen (40142946),Junior Bergen,40142946,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Russell Gage Jr. (40142948),Russell Gage Jr.,40142948,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
WR,Trent Taylor (40142950),Trent Taylor,40142950,WR/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,0
TE,Luke Farrell (40143176),Luke Farrell,40143176,TE/FLEX,3000,JAX@SF 09/28/2025 04:05PM ET,SF,3.63
WR,LaJohntay Wester (40142908),LaJohntay Wester,40142908,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,BAL,0
WR,Dayton Wade (40142910),Dayton Wade,40142910,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,BAL,0
WR,Keith Kirkwood (40142912),Keith Kirkwood,40142912,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,BAL,0
WR,Anthony Miller (40142914),Anthony Miller,40142914,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,BAL,0
WR,Cornelius Johnson (40142916),Cornelius Johnson,40142916,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,BAL,0
WR,Jason Brownlee (40142918),Jason Brownlee,40142918,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,KC,0
WR,Nikko Remigio (40142920),Nikko Remigio,40142920,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,KC,1.4
WR,Rashee Rice (40142922),Rashee Rice,40142922,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,KC,0
WR,Jimmy Holiday (40142924),Jimmy Holiday,40142924,WR/FLEX,3000,BAL@KC 09/28/2025 04:25PM ET,KC,0
WR,Justin Shorter (40142890),Justin Shorter,40142890,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,LV,0
WR,Alex Bachman (40142892),Alex Bachman,40142892,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,LV,0
WR,Phillip Dorsett II (40142894),Phillip Dorsett II,40142894,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,LV,0
WR,Shedrick Jackson (40142896),Shedrick Jackson,40142896,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,LV,0
WR,Devin Duvernay (40142898),Devin Duvernay,40142898,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,CHI,0
WR,Jahdae Walker (40142900),Jahdae Walker,40142900,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,CHI,0
WR,Miles Boykin (40142902),Miles Boykin,40142902,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,CHI,0
WR,JP Richardson (40142904),JP Richardson,40142904,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,CHI,0
WR,Maurice Alexander (40142906),Maurice Alexander,40142906,WR/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,CHI,0
TE,Cole Kmet (40143178),Cole Kmet,40143178,TE/FLEX,3000,CHI@LV 09/28/2025 04:25PM ET,CHI,5.67
TE,Brock Wright (40143196),Brock Wright,40143196,TE/FLEX,2900,CLE@DET 09/28/2025 01:00PM ET,DET,3.93
TE,Theo Johnson (40143184),Theo Johnson,40143184,TE/FLEX,2900,LAC@NYG 09/28/2025 01:00PM ET,NYG,3.63
TE,Will Dissly (40143186),Will Dissly,40143186,TE/FLEX,2900,LAC@NYG 09/28/2025 01:00PM ET,LAC,2.25
DST,Rams  (40143374),Rams ,40143374,DST,2900,IND@LAR 09/28/2025 04:05PM ET,LAR,8
DST,Bears  (40143375),Bears ,40143375,DST,2900,CHI@LV 09/28/2025 04:25PM ET,CHI,6
DST,Buccaneers  (40143377),Buccaneers ,40143377,DST,2800,PHI@TB 09/28/2025 01:00PM ET,TB,6.67
TE,Tyler Higbee (40143190),Tyler Higbee,40143190,TE/FLEX,2800,IND@LAR 09/28/2025 04:05PM ET,LAR,2.57
TE,Charlie Kolar (40143188),Charlie Kolar,40143188,TE/FLEX,2800,BAL@KC 09/28/2025 04:25PM ET,BAL,1.4
DST,Chiefs  (40143376),Chiefs ,40143376,DST,2800,BAL@KC 09/28/2025 04:25PM ET,KC,6
TE,Michael Mayer (40143182),Michael Mayer,40143182,TE/FLEX,2800,CHI@LV 09/28/2025 04:25PM ET,LV,3.57
DST,Falcons  (40143378),Falcons ,40143378,DST,2700,WAS@ATL 09/28/2025 01:00PM ET,ATL,8.33
TE,Tommy Tremble (40143198),Tommy Tremble,40143198,TE/FLEX,2700,CAR@NE 09/28/2025 01:00PM ET,CAR,3.27
TE,Tyler Conklin (40143192),Tyler Conklin,40143192,TE/FLEX,2700,LAC@NYG 09/28/2025 01:00PM ET,LAC,2.4
TE,Noah Gray (40143194),Noah Gray,40143194,TE/FLEX,2700,BAL@KC 09/28/2025 04:25PM ET,KC,2.37
DST,Ravens  (40143379),Ravens ,40143379,DST,2700,BAL@KC 09/28/2025 04:25PM ET,BAL,2.67
TE,Jack Stoll (40143200),Jack Stoll,40143200,TE/FLEX,2600,NO@BUF 09/28/2025 01:00PM ET,NO,3.37
TE,Gunnar Helm (40143202),Gunnar Helm,40143202,TE/FLEX,2600,TEN@HOU 09/28/2025 01:00PM ET,TEN,3.73
TE,Oronde Gadsden II (40143204),Oronde Gadsden II,40143204,TE/FLEX,2600,LAC@NYG 09/28/2025 01:00PM ET,LAC,9.6
DST,Colts  (40143381),Colts ,40143381,DST,2600,IND@LAR 09/28/2025 04:05PM ET,IND,9.67
DST,Raiders  (40143380),Raiders ,40143380,DST,2600,CHI@LV 09/28/2025 04:25PM ET,LV,4.67
TE,John Bates (40143346),John Bates,40143346,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
TE,Ben Sinnott (40143348),Ben Sinnott,40143348,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,WAS,0.57
TE,Colson Yankoff (40143350),Colson Yankoff,40143350,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
TE,Tyree Jackson (40143352),Tyree Jackson,40143352,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
TE,Lawrence Cager (40143354),Lawrence Cager,40143354,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
TE,Tyler Ott (40143356),Tyler Ott,40143356,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,WAS,0
TE,Charlie Woerner (40143358),Charlie Woerner,40143358,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,ATL,0.17
TE,Teagan Quitoriano (40143360),Teagan Quitoriano,40143360,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
TE,Feleipe Franks (40143362),Feleipe Franks,40143362,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
TE,Joshua Simon (40143364),Joshua Simon,40143364,TE/FLEX,2500,WAS@ATL 09/28/2025 01:00PM ET,ATL,0
TE,Dawson Knox (40143212),Dawson Knox,40143212,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,BUF,2.63
TE,Treyton Welch (40143332),Treyton Welch,40143332,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,NO,0
TE,Taysom Hill (40143334),Taysom Hill,40143334,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,NO,0
TE,Foster Moreau (40143336),Foster Moreau,40143336,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,NO,0
TE,Mason Pline (40143338),Mason Pline,40143338,TE/FLEX,2500,NO@BUF 09/28/2025 01:00PM ET,NO,0
