Id,Name,Position,Team,ProjPts,ProjOwn
40142441,Nick Mullens,QB,Jaguars,0.00,0.00
40142418,Kirk Cousins,QB,Falcons,1.30,0.00
40143314,Irv Smith Jr.,TE,Texans,0.00,0.00
40142926,Tim Patrick,WR,Jaguars,4.70,0.00
40142466,Josh Johnson,QB,Commanders,0.00,0.00
40142440,Chris Oladokun,QB,Chiefs,0.00,0.00
40142614,Sincere McCormick,RB,49ers,3.90,0.00
40143322,Kenny Yeboah,TE,Lions,0.00,0.00
40142970,Laquon Treadwell,WR,Colts,0.00,0.00
40142816,Tyquan Thornton,WR,Chiefs,9.00,1.00
40143108,Kristian Wilkerson,WR,Bills,0.00,0.00
40143260,Drew Ogletree,TE,Colts,3.90,0.00
40143224,Nikola Kalinic,TE,Bears,0.00,0.00
40143096,Kevin Austin Jr.,WR,Saints,3.50,0.00
40143360,Teagan Quitoriano,TE,Falcons,3.90,0.00
40142986,John Metchie III,WR,Eagles,4.20,0.00
40143302,Thomas Odukoya,TE,Titans,0.00,0.00
40143054,Mason Kinsey,WR,Titans,0.00,0.00
40142460,Deshaun Watson,QB,Browns,0.00,0.00
40143226,Zaire Mitchell-Paden,TE,Ravens,4.00,0.00
40143188,Charlie Kolar,TE,Ravens,4.10,0.00
40142520,Jeremy McNichols,RB,Commanders,7.80,0.10
40142914,Anthony Miller,WR,Ravens,0.00,0.00
40143282,Tucker Fisk,TE,Chargers,4.20,0.00
40142782,Calvin Ridley,WR,Titans,10.80,2.60
40142792,Rashid Shaheed,WR,Saints,9.30,1.50
40142592,Elijah Mitchell,RB,Chiefs,0.00,0.00
40143114,Tay Martin,WR,Commanders,3.10,0.00
40142794,DeAndre Hopkins,WR,Ravens,7.90,0.10
40142486,Kyren Williams,RB,Rams,14.40,15.30
40142618,Ronnie Rivers,RB,Rams,0.00,0.00
40142934,Austin Trammell,WR,Jaguars,2.80,0.00
40142536,Brian Robinson Jr.,RB,49ers,8.10,0.10
40143264,Sean McKeon,TE,Colts,0.00,0.00
40143352,Tyree Jackson,TE,Commanders,0.00,0.00
40142994,Britain Covey,WR,Eagles,0.00,0.00
40143022,David Moore,WR,Panthers,5.30,0.90
40142744,Jameson Williams,WR,Lions,12.30,1.50
40143072,Tom Kennedy,WR,Lions,0.00,0.00
40142620,Tyler Goodson,RB,Colts,4.60,0.00
40142610,Patrick Taylor Jr.,RB,49ers,0.00,0.00
40143318,Jakob Johnson,TE,Texans,3.70,0.00
40142698,Reggie Gilliam,RB,Bills,3.90,0.00
40142588,Patrick Ricard,RB,Ravens,0.00,0.00
40142612,Kyle Juszczyk,RB,49ers,5.30,0.00
40143174,Jake Tonges,TE,49ers,7.70,2.20
40142906,Maurice Alexander,WR,Bears,0.00,0.00
40143356,Tyler Ott,TE,Commanders,0.00,0.00
40143340,Zach Wood,TE,Saints,0.00,0.00
40143236,James Winchester,TE,Chiefs,0.00,0.00
40142912,Keith Kirkwood,WR,Ravens,0.00,0.00
40143082,Kaden Davis,WR,Browns,0.00,0.00
40142892,Alex Bachman,WR,Raiders,2.90,0.00
40143222,Stephen Carlson,TE,Bears,4.10,0.00
40143128,Chris Blair,WR,Falcons,0.00,0.00
40142966,D.J. Montgomery,WR,Colts,0.00,0.00
40142806,Cedric Tillman,WR,Browns,10.40,2.10
40142918,Jason Brownlee,WR,Chiefs,2.80,0.00
40143070,Malik Cunningham,WR,Lions,0.00,0.00
40142408,C.J. Stroud,QB,Texans,15.90,2.60
40142858,Xavier Hutchinson,WR,Texans,5.80,0.20
40142802,Kayshon Boutte,WR,Patriots,9.20,0.90
40143064,Jared Wayne,WR,Texans,0.00,0.00
40142824,DeMario Douglas,WR,Patriots,8.50,0.50
40143060,Tank Dell,WR,Texans,0.00,0.00
40142428,Anthony Richardson Sr.,QB,Colts,2.30,0.00
40142726,Zay Flowers,WR,Ravens,15.60,7.60
40142560,Kendre Miller,RB,Saints,7.10,0.00
40142998,Derius Davis,WR,Chargers,3.20,0.00
40142760,Quentin Johnston,WR,Chargers,13.90,7.80
40142656,Deneric Prince,RB,Patriots,0.00,0.00
40142920,Nikko Remigio,WR,Chiefs,3.50,0.00
40142922,Rashee Rice,WR,Chiefs,0.00,0.00
40143182,Michael Mayer,TE,Raiders,0.00,0.00
40142434,Aidan O'Connell,QB,Raiders,0.00,0.00
40142808,Tre Tucker,WR,Raiders,10.60,14.60
40143104,Tyrell Shavers,WR,Bills,4.60,0.00
40142890,Justin Shorter,WR,Raiders,0.00,0.00
40142670,Jordan Mims,RB,Titans,4.40,0.00
40143140,Dalton Kincaid,TE,Bills,11.30,3.70
40143280,E.J. Jenkins,TE,Eagles,0.00,0.00
40143262,Will Mallory,TE,Colts,0.00,0.00
40142812,Josh Downs,WR,Colts,10.40,5.50
40142558,Tank Bigsby,RB,Eagles,3.60,0.00
40143168,Brenton Strange,TE,Jaguars,9.40,4.30
40142836,Parker Washington,WR,Jaguars,8.40,0.60
40142456,Will Levis,QB,Titans,0.00,0.00
40142668,Tyjae Spears,RB,Titans,0.00,0.00
40142896,Shedrick Jackson,WR,Raiders,0.00,0.00
40142684,Jacob Saylors,RB,Lions,3.80,0.00
40142554,Keaton Mitchell,RB,Ravens,3.60,0.00
40143272,Tanner Taula,TE,Buccaneers,0.00,0.00
40142628,Sean Tucker,RB,Buccaneers,3.80,0.00
40143094,Trey Palmer,WR,Saints,2.60,0.00
40143210,Payne Durham,TE,Buccaneers,4.00,0.00
40142880,Ryan Miller,WR,Buccaneers,4.40,0.10
40142710,Carlos Washington Jr.,RB,Falcons,3.80,0.00
40142472,Bijan Robinson,RB,Falcons,22.00,15.80
40142414,Bryce Young,QB,Panthers,14.30,1.10
40142463,Jake Haener,QB,Saints,0.00,0.00
40143278,Cameron Latu,TE,Eagles,3.80,0.00
40143246,Brayden Willis,TE,49ers,4.10,0.00
40143076,Ronnie Bell,WR,Lions,0.00,0.00
40143328,Blake Whiteheart,TE,Browns,3.80,0.00
40143206,Davis Allen,TE,Rams,4.40,0.10
40142716,Puka Nacua,WR,Rams,20.00,38.40
40142956,Xavier Smith,WR,Rams,3.80,0.00
40142445,Stetson Bennett IV,QB,Rams,0.00,0.00
40143024,Brycen Tremayne,WR,Panthers,4.90,0.00
40142552,Chris Rodriguez Jr.,RB,Commanders,8.90,0.60
40142448,Tanner McKee,QB,Eagles,0.00,0.00
40142454,Tommy DeVito,QB,Patriots,0.00,0.00
40142644,Eric Gray,RB,Giants,0.00,0.00
40143006,Jalin Hyatt,WR,Giants,4.00,0.00
40143012,Bryce Ford-Wheaton,WR,Giants,0.00,0.00
40142968,Tyler Scott,WR,Colts,0.00,0.00
40142437,Tyson Bagent,QB,Bears,1.10,0.00
40142574,Roschon Johnson,RB,Bears,4.10,0.00
40142452,Hendon Hooker,QB,Panthers,0.00,0.00
40143142,Sam LaPorta,TE,Lions,11.20,4.00
40143130,Dylan Drummond,WR,Falcons,0.00,0.00
40142443,Adrian Martinez,QB,49ers,0.00,0.00
40142474,Jahmyr Gibbs,RB,Lions,17.60,12.10
40142634,Ben VanSumeren,RB,Eagles,0.00,0.00
40143274,Evan Deckers,TE,Buccaneers,0.00,0.00
40142642,Scott Matlock,RB,Chargers,0.00,0.00
40143284,Thomas Yassmin,TE,Chargers,0.00,0.00
40142598,Carson Steele,RB,Chiefs,0.00,0.00
40142700,Frank Gore Jr.,RB,Bills,0.00,0.00
40142928,Joshua Cephus,WR,Jaguars,0.00,0.00
40142674,British Brooks,RB,Texans,0.00,0.00
40143046,Bryce Oliver,WR,Titans,0.00,0.00
40143332,Treyton Welch,TE,Saints,4.00,0.00
40142468,Emory Jones,QB,Falcons,0.00,0.00
40142572,Chris Collier,RB,Raiders,0.00,0.00
40142910,Dayton Wade,WR,Ravens,0.00,0.00
40142974,Kameron Johnson,WR,Buccaneers,3.60,0.00
40143004,JaQuae Jackson,WR,Chargers,0.00,0.00
40143030,Jalen Coker,WR,Panthers,0.00,0.00
40143092,Mason Tipton,WR,Saints,3.70,0.00
40142602,Cody Schrader,RB,Jaguars,0.00,0.00
40143338,Mason Pline,TE,Saints,0.00,0.00
40142658,Jack Westover,RB,Patriots,3.50,0.00
40142467,Sam Hartman,QB,Commanders,0.00,0.00
40143350,Colson Yankoff,TE,Commanders,4.10,0.00
40142646,Dante Miller,RB,Giants,3.80,0.00
40143250,Messiah Swinson,TE,49ers,0.00,0.00
40142988,Johnny Wilson,WR,Eagles,0.00,0.00
40143300,David Martin-Robinson,TE,Titans,3.90,0.00
40142636,Audric Estime,RB,Eagles,0.00,0.00
40142882,Devaughn Vele,WR,Saints,4.30,0.00
40142678,Jawhar Jordan,RB,Texans,0.00,0.00
40143310,Cade Stover,TE,Texans,0.00,0.00
40143308,Brenden Bates,TE,Texans,0.00,0.00
40143134,Brock Bowers,TE,Raiders,15.80,13.70
40142570,Dylan Laube,RB,Raiders,4.90,0.00
40142846,Xavier Legette,WR,Panthers,0.00,0.00
40142650,Jonathon Brooks,RB,Panthers,0.00,0.00
40143170,Ja'Tavion Sanders,TE,Panthers,0.00,0.00
40142416,Spencer Rattler,QB,Saints,13.80,1.80
40143100,Bub Means,WR,Saints,0.00,0.00
40142944,Jacob Cowing,WR,49ers,0.00,0.00
40142606,Isaac Guerendo,RB,49ers,3.90,0.00
40142518,Tyrone Tracy Jr.,RB,Giants,0.00,0.00
40142682,Sione Vaki,RB,Lions,3.80,0.00
40143078,Jamari Thrash,WR,Browns,4.60,0.00
40142484,Bucky Irving,RB,Buccaneers,15.70,10.80
40143040,John Jiles,WR,Patriots,0.00,0.00
40142722,Malik Nabers,WR,Giants,17.20,13.80
40142860,Luke McCaffrey,WR,Commanders,7.60,0.50
40142638,Kimani Vidal,RB,Chargers,4.90,0.00
40142916,Cornelius Johnson,WR,Ravens,0.00,0.00
40143120,Casey Washington,WR,Falcons,4.20,0.00
40142546,Will Shipley,RB,Eagles,6.10,0.00
40143034,Ainias Smith,WR,Panthers,0.00,0.00
40142660,Terrell Jennings,RB,Patriots,0.00,0.00
40143270,Devin Culp,TE,Buccaneers,3.70,0.00
40142582,Rasheen Ali,RB,Ravens,4.00,0.00
40142856,Devontez Walker,WR,Ravens,5.10,0.00
40142952,Jordan Whittington,WR,Rams,5.80,0.60
40142548,Blake Corum,RB,Rams,8.80,0.10
40142964,Anthony Gould,WR,Colts,4.00,0.00
40143230,Jared Wiley,TE,Chiefs,0.00,0.00
40143184,Theo Johnson,TE,Giants,6.40,1.00
40142990,Javon Baker,WR,Eagles,3.00,0.00
40142406,Drake Maye,QB,Patriots,21.10,7.90
40142976,Jalen McMillan,WR,Buccaneers,0.00,0.00
40142411,Michael Penix Jr.,QB,Falcons,14.90,1.80
40142568,Ray Davis,RB,Bills,7.60,0.10
40142878,Adonai Mitchell,WR,Colts,8.50,8.90
40142748,Xavier Worthy,WR,Chiefs,12.20,4.10
40143098,Ja'Lynn Polk,WR,Saints,0.00,0.00
40142738,Brian Thomas Jr.,WR,Jaguars,14.30,6.80
40142754,Keon Coleman,WR,Bills,10.00,1.40
40143348,Ben Sinnott,TE,Commanders,4.40,0.10
40142396,Jayden Daniels,QB,Commanders,0.00,0.00
40142730,Ladd McConkey,WR,Chargers,15.50,7.40
40142752,Ricky Pearsall,WR,49ers,14.70,13.30
40142404,Caleb Williams,QB,Bears,21.30,9.90
40142734,Rome Odunze,WR,Bears,16.50,15.40
40143090,Malachi Corley,WR,Browns,0.00,0.00
40142888,Kyle Williams,WR,Patriots,4.80,0.00
40143234,Tre Watson,TE,Chiefs,0.00,0.00
40142494,Omarion Hampton,RB,Chargers,15.90,20.00
40142488,Ashton Jeanty,RB,Raiders,15.10,11.40
40143138,Tyler Warren,TE,Colts,11.70,14.00
40142790,Travis Hunter,WR,Jaguars,9.70,0.80
40142415,Cam Ward,QB,Titans,13.70,0.50
40142724,Emeka Egbuka,WR,Buccaneers,15.70,3.50
40142746,Tetairoa McMillan,WR,Panthers,15.40,9.50
40142419,Jaxson Dart,QB,Giants,15.90,5.00
40143172,Colston Loveland,TE,Bears,4.50,0.50
40142996,Tre' Harris,WR,Chargers,5.20,0.10
40142838,Jack Bech,WR,Raiders,4.70,0.00
40142510,TreVeyon Henderson,RB,Patriots,12.60,5.50
40142822,Jayden Higgins,WR,Texans,7.10,0.10
40142502,Quinshon Judkins,RB,Browns,13.10,3.90
40142425,Tyler Shough,QB,Saints,4.30,0.00
40143254,Terrance Ferguson,TE,Rams,4.10,0.00
40142788,Luther Burden III,WR,Bears,8.20,0.10
40142850,Isaac TeSlaa,WR,Lions,6.90,0.10
40143056,Jaylin Noel,WR,Texans,4.50,0.00
40142426,Dillon Gabriel,QB,Browns,2.50,0.00
40143156,Harold Fannin Jr.,TE,Browns,8.60,1.30
40142866,Jalen Royals,WR,Chiefs,4.30,0.00
40142818,Dont'e Thornton Jr.,WR,Raiders,8.10,0.70
40142524,Bhayshul Tuten,RB,Jaguars,9.80,0.20
40142542,Woody Marks,RB,Texans,10.80,0.80
40143042,Chimere Dike,WR,Titans,5.90,0.50
40142820,Elic Ayomanor,WR,Titans,9.40,1.50
40143202,Gunnar Helm,TE,Titans,4.60,0.10
40142550,Dylan Sampson,RB,Browns,6.30,0.00
40142648,Trevor Etienne,RB,Panthers,4.30,0.00
40142938,Jordan Watkins,WR,49ers,0.00,0.00
40142616,Jarquez Hunter,RB,Rams,3.80,0.00
40142868,Jaylin Lane,WR,Commanders,7.70,0.60
40142504,Cam Skattebo,RB,Giants,14.80,14.10
40143000,KeAndre Lambert-Smith,WR,Chargers,4.40,0.00
40143204,Oronde Gadsden,TE,Chargers,6.10,1.90
40143342,Jackson Hawes,TE,Bills,4.30,0.00
40142714,DJ Giddens,RB,Colts,5.70,0.00
40142427,Shedeur Sanders,QB,Browns,0.00,0.00
40143292,Mitchell Evans,TE,Panthers,4.60,0.00
40142608,Jordan James,RB,49ers,0.00,0.00
40142435,Cam Miller,QB,Raiders,0.00,0.00
40143102,Tommy Mellott,WR,Saints,0.00,0.00
40142446,Riley Leonard,QB,Colts,0.00,0.00
40142458,Graham Mertz,QB,Texans,0.00,0.00
40142666,Kalel Mullings,RB,Titans,0.00,0.00
40142908,LaJohntay Wester,WR,Ravens,2.50,0.00
40143026,Jimmy Horn Jr.,WR,Panthers,0.00,0.00
40142692,Devin Neal,RB,Saints,3.90,0.00
40142450,Kyle McCord,QB,Eagles,0.00,0.00
40142590,Brashard Smith,RB,Chiefs,6.00,0.00
40143290,Thomas Fidone II,TE,Giants,0.00,0.00
40142712,Kyle Monangai,RB,Bears,8.00,0.20
40143068,Dominic Lovett,WR,Lions,2.50,0.00
40142600,LeQuint Allen Jr.,RB,Jaguars,6.20,0.00
40143316,Luke Lachey,TE,Texans,0.00,0.00
40142870,Tez Johnson,WR,Buccaneers,5.00,0.10
40142444,Kurtis Rourke,QB,49ers,0.00,0.00
40142946,Junior Bergen,WR,49ers,0.00,0.00
40142954,Konata Mumpfield,WR,Rams,3.70,0.00
