Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
4049,4856579776,bowens1984,0,137.24,DST Jaguars  FLEX Christian McCaffrey QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Dallas Goedert WR CeeDee Lamb WR DJ Moore WR Keenan Allen,,,
4049,4863355508,bean1162,0,137.24,DST Raiders  FLEX Bijan Robinson QB Dak Prescott RB Bucky Irving RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Rome Odunze WR Josh Downs,,,
4051,4858249689,Vanguard123,0,137.22,DST Vikings  FLEX Kenneth Walker III QB Drake Maye RB Jonathan Taylor RB Bucky Irving TE Kyle Pitts Sr. WR CeeDee Lamb WR Kayshon Boutte WR Cedric Tillman,,,
4051,4861909855,Trussy,0,137.22,DST Falcons  FLEX Kenneth Walker III QB Daniel Jones RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR Justin Jefferson WR Davante Adams WR Keenan Allen,,,
4051,4862833865,Rhino1979,0,137.22,DST Seahawks  FLEX Jaxon Smith-Njigba QB Drake Maye RB Christian McCaffrey RB Bijan Robinson TE Luke Farrell WR Rome Odunze WR Michael Pittman Jr. WR Kayshon Boutte,,,
4051,4864396353,jaymic2,0,137.22,DST Packers  FLEX Christian McCaffrey QB Drake Maye RB Jordan Mason RB Bhayshul Tuten TE Kyle Pitts Sr. WR Nico Collins WR Deebo Samuel Sr. WR Matthew Golden,,,
4055,4864594508,basil_74,0,137.16,DST Browns  FLEX Kenneth Walker III QB Mac Jones RB Christian McCaffrey RB Jordan Mason TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4056,4865290422,cweed81,0,137.14,DST Packers  FLEX Kenneth Walker III QB Dak Prescott RB Travis Etienne Jr. RB Jordan Mason TE Juwan Johnson WR Ja'Marr Chase WR Ricky Pearsall WR Rome Odunze,,,
4057,4857589899,tepod2001,0,137.12001,DST Jets  FLEX Jonathan Taylor QB Caleb Williams RB Bijan Robinson RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Troy Franklin,,,
4057,4861492277,stevepfister,0,137.12001,DST Raiders  FLEX Kenneth Walker III QB Caleb Williams RB Bijan Robinson RB Jonathan Taylor TE Tyler Warren WR Tetairoa McMillan WR Jakobi Meyers WR Rome Odunze,,,
4057,4863632865,johnson83,0,137.12,DST Raiders  FLEX Puka Nacua QB Caleb Williams RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR Deebo Samuel Sr. WR Jakobi Meyers WR Rome Odunze,,,
4060,4862744689,Hedzup01,0,137.08,DST Seahawks  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jaylen Warren TE Trey McBride WR Deebo Samuel Sr. WR Jakobi Meyers WR Rome Odunze,,,
4061,4864438312,pricej95,0,137.06,DST Raiders  FLEX Jordan Mason QB Mac Jones RB Bijan Robinson RB Saquon Barkley TE Juwan Johnson WR Puka Nacua WR Rome Odunze WR Keenan Allen,,,
4062,4865575345,jordanmorris_92,0,137.04,DST Falcons  FLEX Mike Evans QB Dak Prescott RB Christian McCaffrey RB Jonathan Taylor TE Kyle Pitts Sr. WR Rome Odunze WR Michael Pittman Jr. WR Romeo Doubs,,,
4062,4865696235,jdpatt,0,137.04,DST Falcons  FLEX Jordan Mason QB Dak Prescott RB Bijan Robinson RB Kenneth Walker III TE Jake Ferguson WR Brian Thomas Jr. WR George Pickens WR DJ Moore,,,
4064,4864223470,bledsoe2002,0,137.02,DST Bengals  FLEX Christian McCaffrey QB Caleb Williams RB Bijan Robinson RB Kenneth Walker III TE Tyler Warren WR Jakobi Meyers WR Rome Odunze WR Keenan Allen,,,
4064,4864949951,Heating_101,0,137.02,DST Bengals  FLEX Christian McCaffrey QB Caleb Williams RB Bijan Robinson RB Kenneth Walker III TE Tyler Warren WR Jakobi Meyers WR Rome Odunze WR Keenan Allen,,,
4064,4865001645,JPwinsAgain,0,137.02,DST Colts  FLEX Keenan Allen QB Daniel Jones RB Christian McCaffrey RB Kenneth Walker III TE Tyler Warren WR Deebo Samuel Sr. WR George Pickens WR Rome Odunze,,,
4064,4865670806,Cocozilla191,0,137.02,DST Steelers  FLEX Jaxon Smith-Njigba QB Carson Wentz RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Ja'Marr Chase WR Justin Jefferson WR Troy Franklin,,,
4064,4858050452,osu.2017,0,137.01999,DST Packers  FLEX Javonte Williams QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4064,4862321359,luckhk,0,137.01999,DST Falcons  FLEX Jaylen Warren QB Carson Wentz RB Christian McCaffrey RB Jonathan Taylor TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4064,4865683723,richm919,0,137.01999,DST Colts  FLEX Jaxon Smith-Njigba QB Caleb Williams RB Travis Etienne Jr. RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Tetairoa McMillan WR Rome Odunze,,,
4071,4865347404,RAYVENZ52,0,136.98001,DST Colts  FLEX Javonte Williams QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR CeeDee Lamb WR Deebo Samuel Sr. WR Ricky Pearsall,,,
4071,4865705890,yolo0420,0,136.98001,DST Vikings  FLEX Kenneth Walker III QB Marcus Mariota RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR CeeDee Lamb WR Tetairoa McMillan WR Keenan Allen,,,
4071,4862750327,jasonarusso,0,136.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Tyler Conklin WR Puka Nacua WR Rome Odunze WR Jauan Jennings,,,
4071,4863831656,joeycaggi,0,136.98,DST Patriots  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Puka Nacua WR Rome Odunze,,,
4075,4865186547,billythekidd89,0,136.96,DST Patriots  FLEX Saquon Barkley QB Mac Jones RB Christian McCaffrey RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR Keenan Allen WR Elic Ayomanor,,,
4076,4857490703,MagicMattMoney,0,136.92,DST Raiders  FLEX Zach Ertz QB Caleb Williams RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Rome Odunze,,,
4076,4862932628,NanaBear23,0,136.92,DST Bengals  FLEX Jonathan Taylor QB Baker Mayfield RB Bucky Irving RB Travis Etienne Jr. TE Juwan Johnson WR Mike Evans WR Rome Odunze WR Michael Pittman Jr.,,,
4078,4860032220,Bobby2shots,0,136.88,DST Jets  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Bijan Robinson TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR Keenan Allen,,,
4078,4861547725,GriffenC,0,136.88,DST Jets  FLEX Christian McCaffrey QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR Keenan Allen,,,
4078,4861643654,notworthabean,0,136.88,DST Jets  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Bijan Robinson TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR Keenan Allen,,,
4078,4862206221,uriuifcj,0,136.88,DST Jets  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Bijan Robinson TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR Keenan Allen,,,
4078,4865066849,yesyeh45,0,136.88,DST Jets  FLEX Christian McCaffrey QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Jakobi Meyers WR Keenan Allen,,,
4083,4862201241,ngonzalez1,0,136.86,DST Texans  FLEX Kenneth Walker III QB Mac Jones RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Ricky Pearsall WR Rome Odunze,,,
4084,4857896309,hartc2,0,136.84,DST Bengals  FLEX Kenneth Walker III QB Matthew Stafford RB Bijan Robinson RB Jonathan Taylor TE Harold Fannin Jr. WR Davante Adams WR George Pickens WR Rome Odunze,,,
4084,4861911115,nick9892,0,136.84,DST Seahawks  FLEX Puka Nacua QB Jalen Hurts RB Saquon Barkley RB Blake Corum TE Juwan Johnson WR Rome Odunze WR Chris Olave WR Rashid Shaheed,,,
4084,4865149427,Jason28412,0,136.84,DST Raiders  FLEX Bijan Robinson QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Jake Ferguson WR George Pickens WR Ricky Pearsall WR KaVontae Turpin,,,
4087,4857656123,angveve,0,136.82,DST Seahawks  FLEX Christian McCaffrey QB Carson Wentz RB Jaylen Warren RB Jordan Mason TE Kyle Pitts Sr. WR CeeDee Lamb WR Davante Adams WR Michael Pittman Jr.,,,
4087,4859570038,swirly999,0,136.82,DST Commanders  FLEX Jaxon Smith-Njigba QB Drake Maye RB Jonathan Taylor RB Javonte Williams TE Tucker Kraft WR Deebo Samuel Sr. WR Jakobi Meyers WR Quentin Johnston,,,
4089,4865195844,jeffkelly2,0,136.78,DST Jets  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Saquon Barkley TE Brock Bowers WR Drake London WR Rome Odunze WR Keenan Allen,,,
4090,4862786483,TheWilkyW4y,0,136.76001,DST Falcons  FLEX Jonathan Taylor QB Aaron Rodgers RB Javonte Williams RB Travis Etienne Jr. TE Juwan Johnson WR Nico Collins WR Tetairoa McMillan WR Rome Odunze,,,
4091,4859591266,bhizzle1970,0,136.73999,DST Browns  FLEX Bijan Robinson QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Ricky Pearsall WR Rome Odunze,,,
4091,4864864477,BDES11,0,136.73999,DST Browns  FLEX Bijan Robinson QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Ricky Pearsall WR Rome Odunze,,,
4093,4857917095,scarbotron,0,136.72,DST Falcons  FLEX Bijan Robinson QB Drake Maye RB Javonte Williams RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Rome Odunze WR Keenan Allen,,,
4093,4863923784,dangriff10,0,136.72,DST Texans  FLEX Kenneth Walker III QB Carson Wentz RB Christian McCaffrey RB Bijan Robinson TE Juwan Johnson WR Justin Jefferson WR Rome Odunze WR Keenan Allen,,,
4093,4864978839,FantasyCop,0,136.72,DST Patriots  FLEX Jonathan Taylor QB Drake Maye RB Christian McCaffrey RB Jacory Croskey-Merritt TE Zach Ertz WR Justin Jefferson WR Keenan Allen WR Kayshon Boutte,,,
4096,4865689581,jonbarna,0,136.68,DST Patriots  FLEX Christian McCaffrey QB Marcus Mariota RB Saquon Barkley RB Kenneth Walker III TE Trey McBride WR Jaxon Smith-Njigba WR DK Metcalf WR Elic Ayomanor,,,
4097,4863265190,nevergymless,0,136.66,DST Packers  FLEX Christian McCaffrey QB Mac Jones RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4098,4861505339,grok,0,136.64,DST Chargers  FLEX Christian McCaffrey QB Dak Prescott RB Jaylen Warren RB Jordan Mason TE Jake Ferguson WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4098,4863072689,xxFrank.the.Tankxx,0,136.64,DST Seahawks  FLEX Christian McCaffrey QB Dak Prescott RB Javonte Williams RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Michael Pittman Jr. WR Calvin Austin III,,,
4098,4863666661,drew60510,0,136.64,DST Rams  FLEX Jordan Mason QB Dak Prescott RB Bijan Robinson RB D'Andre Swift TE Juwan Johnson WR Justin Jefferson WR George Pickens WR Ricky Pearsall,,,
4098,4865039347,Murr001,0,136.64,DST Seahawks  FLEX Josh Jacobs QB Bryce Young RB Christian McCaffrey RB Jordan Mason TE Cole Kmet WR Brian Thomas Jr. WR Tetairoa McMillan WR Ricky Pearsall,,,
4102,4857617707,woolzy,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4857693908,notwinningmuch,0,136.62001,DST Falcons  FLEX David Njoku QB Daniel Jones RB Bijan Robinson RB Jonathan Taylor TE Tyler Warren WR Puka Nacua WR Drake London WR Elic Ayomanor,,,
4102,4858040088,WestinW12,0,136.62001,DST Raiders  FLEX Jordan Mason QB Caleb Williams RB Christian McCaffrey RB Kenneth Walker III TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4859785533,JJ8478,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4861016269,jag1086,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4862292108,natec30,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4863146842,Mark6ford,0,136.62001,DST Seahawks  FLEX Tyler Warren QB Caleb Williams RB Saquon Barkley RB Jordan Mason TE Trey McBride WR Puka Nacua WR Deebo Samuel Sr. WR Hunter Renfrow,,,
4102,4863946681,dmarkos,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4864253117,bigdog002,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4864606671,JJ-Adam33,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4864833767,katkinson33,0,136.62001,DST Raiders  FLEX Jordan Mason QB Caleb Williams RB Christian McCaffrey RB Kenneth Walker III TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4865204563,nujsr00,0,136.62001,DST Raiders  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Jake Tonges WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4102,4865351646,Deep_Blue,0,136.62001,DST Falcons  FLEX Christian McCaffrey QB Baker Mayfield RB Jonathan Taylor RB Kenneth Walker III TE Juwan Johnson WR Deebo Samuel Sr. WR Michael Pittman Jr. WR Troy Franklin,,,
4102,4864391174,wyenandt,0,136.62,DST Falcons  FLEX Rome Odunze QB Caleb Williams RB Jonathan Taylor RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Deebo Samuel Sr. WR Keenan Allen,,,
4102,4864910509,granoale,0,136.62,DST Raiders  FLEX Rome Odunze QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR CeeDee Lamb WR Jaxon Smith-Njigba WR DJ Moore,,,
4117,4861974365,shims3,0,136.58,DST Jaguars  FLEX Kenneth Walker III QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Zach Ertz WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4117,4863362204,Kgrovey00,0,136.58,DST Jaguars  FLEX Kenneth Walker III QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Zach Ertz WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4117,4863412612,tidehigh71,0,136.58,DST Jaguars  FLEX Kenneth Walker III QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Zach Ertz WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4117,4863727324,SunDevils21,0,136.58,DST Jaguars  FLEX Kenneth Walker III QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Zach Ertz WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4117,4864764646,benjuahns,0,136.58,DST Jaguars  FLEX Bijan Robinson QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Zach Ertz WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4117,4864989577,JCOblock,0,136.58,DST Texans  FLEX Saquon Barkley QB Marcus Mariota RB Christian McCaffrey RB Bijan Robinson TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Elic Ayomanor,,,
4123,4860925616,tigmus,0,136.54,DST Packers  FLEX Ricky Pearsall QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Jake Ferguson WR Ja'Marr Chase WR Rome Odunze WR Troy Franklin,,,
4123,4861851451,Jmstultz,0,136.54,DST Steelers  FLEX Kenneth Walker III QB Dak Prescott RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4125,4865426344,branzy1356,0,136.52,DST Patriots  FLEX Jordan Mason QB Daniel Jones RB Jonathan Taylor RB Alvin Kamara TE Tyler Warren WR Jaxon Smith-Njigba WR Emeka Egbuka WR Tetairoa McMillan,,,
4125,4865677795,Rack_Em_Up,0,136.51999,DST Vikings  FLEX Travis Etienne Jr. QB Sam Darnold RB Alvin Kamara RB Jaylen Warren TE Brock Bowers WR Puka Nacua WR DK Metcalf WR Alec Pierce,,,
4127,4860456571,sshapour,0,136.48001,DST Eagles  FLEX Jaxon Smith-Njigba QB Tyrod Taylor RB Breece Hall RB Jordan Mason TE Brock Bowers WR Ladd McConkey WR Tetairoa McMillan WR Ricky Pearsall,,,
4128,4864975755,TheOneTrueGinger,0,136.44,DST Colts  FLEX Jordan Mason QB Dak Prescott RB Travis Etienne Jr. RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Keenan Allen,,,
4129,4865297681,therealgmoney,0,136.42,DST Packers  FLEX Kenneth Walker III QB Daniel Jones RB Bijan Robinson RB Jordan Mason TE Tyler Warren WR Jaxon Smith-Njigba WR Jakobi Meyers WR Rome Odunze,,,
4129,4865692463,scharky,0,136.42,DST Seahawks  FLEX Jonathan Taylor QB Daniel Jones RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR Brian Thomas Jr. WR Tee Higgins WR Marvin Harrison Jr.,,,
4131,4865469960,mrblackburnj,0,136.4,DST Seahawks  FLEX Jaylen Warren QB Justin Herbert RB Travis Etienne Jr. RB J.K. Dobbins TE Tucker Kraft WR Puka Nacua WR Quentin Johnston WR Rome Odunze,,,
4131,4865547764,immikejames,0,136.4,DST Jaguars  FLEX DK Metcalf QB Jake Browning RB Bijan Robinson RB Jonathan Taylor TE Jonnu Smith WR Nico Collins WR Rome Odunze WR Christian Kirk,,,
4133,4857910204,deejaynote,0,136.38,DST Saints  FLEX Jordan Mason QB Marcus Mariota RB Bijan Robinson RB Kenneth Walker III TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Keenan Allen,,,
4133,4861927237,enike19,0,136.37999,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR DK Metcalf WR Rome Odunze,,,
4133,4864897429,Damadbowler,0,136.37999,DST Packers  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR DK Metcalf WR Rome Odunze,,,
4133,4865197115,matta32,0,136.37999,DST Patriots  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Brock Bowers WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4858294967,rickpersic,0,136.32,DST Texans  FLEX George Pickens QB Caleb Williams RB Bijan Robinson RB Bucky Irving TE Juwan Johnson WR Tetairoa McMillan WR Ricky Pearsall WR DJ Moore,,,
4137,4865673367,johnwalraven,0,136.32,DST Seahawks  FLEX Rome Odunze QB Drake Maye RB Bucky Irving RB Javonte Williams TE Juwan Johnson WR Mike Evans WR Davante Adams WR George Pickens,,,
4137,4865706002,D_Edwards,0,136.32,DST Vikings  FLEX Javonte Williams QB Jordan Love RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR Deebo Samuel Sr. WR DK Metcalf WR Matthew Golden,,,
4137,4857729639,ThisGuyTravis,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4857936276,texpbr32,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4858202322,SherrifRaul,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4858325804,RyanCP18,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4858643331,chrispat23,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4859678922,petesredsox,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4859797565,tdweslow,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4861557292,AJHealy98,0,136.31999,DST Texans  FLEX Kenneth Walker III QB Caleb Williams RB Bijan Robinson RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4862397646,bhallet5,0,136.31999,DST Texans  FLEX Kenneth Walker III QB Drake Maye RB Christian McCaffrey RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4862626534,teleStraightShooter,0,136.31999,DST Bengals  FLEX Keenan Allen QB Daniel Jones RB Bijan Robinson RB Javonte Williams TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Rome Odunze,,,
4137,4862717997,shinsplints19,0,136.31999,DST Texans  FLEX Kenneth Walker III QB Drake Maye RB Christian McCaffrey RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4863009930,KPSF22Snake,0,136.31999,DST Texans  FLEX Kenneth Walker III QB Caleb Williams RB Bijan Robinson RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4863307150,Kaufblue,0,136.31999,DST Texans  FLEX Kenneth Walker III QB Caleb Williams RB Bijan Robinson RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4863663900,EGordon,0,136.31999,DST Packers  FLEX Kenneth Walker III QB Caleb Williams RB Jacory Croskey-Merritt RB Jordan Mason TE Brock Bowers WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4863826995,gregblack,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4864499050,Dfox12,0,136.31999,DST Texans  FLEX Jordan Mason QB Drake Maye RB Christian McCaffrey RB Kenneth Walker III TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4864507593,Shellyy10,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4864579044,Goolsbja,0,136.31999,DST Texans  FLEX Kenneth Walker III QB Drake Maye RB Christian McCaffrey RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4137,4864847292,dphipps,0,136.31999,DST Falcons  FLEX D'Andre Swift QB Caleb Williams RB Javonte Williams RB Jordan Mason TE Jake Ferguson WR CeeDee Lamb WR Davante Adams WR George Pickens,,,
4137,4864995587,coolstorybros,0,136.31999,DST Texans  FLEX Christian McCaffrey QB Drake Maye RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Rome Odunze WR Keenan Allen,,,
4160,4857789268,halfsquat32,0,136.28,DST Buccaneers  FLEX Ja'Marr Chase QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Tyler Warren WR Deebo Samuel Sr. WR Jakobi Meyers WR Keenan Allen,,,
4160,4865705999,WonderTwinDave,0,136.28,DST Bengals  FLEX Jonathan Taylor QB Marcus Mariota RB Bijan Robinson RB Kenneth Walker III TE Harold Fannin Jr. WR Nico Collins WR Deebo Samuel Sr. WR Jakobi Meyers,,,
4162,4861704661,mbgend,0,136.24,DST Packers  FLEX Jaxon Smith-Njigba QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Ricky Pearsall WR Rome Odunze,,,
4162,4865658913,schoenauer,0,136.24,DST Packers  FLEX CeeDee Lamb QB Dak Prescott RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Ricky Pearsall WR Rome Odunze,,,
4162,4865720453,Sbonawitz,0,136.24,DST Packers  FLEX Kenneth Walker III QB Dak Prescott RB Jonathan Taylor RB Travis Etienne Jr. TE Tyler Warren WR Deebo Samuel Sr. WR George Pickens WR Michael Pittman Jr.,,,
4162,4862366527,Fireman1010,0,136.23999,DST Steelers  FLEX Keenan Allen QB Dak Prescott RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR DK Metcalf WR DJ Moore,,,
4166,4858401828,bulldogballer,0,136.22,DST Bengals  FLEX Jake Ferguson QB Drake Maye RB Bijan Robinson RB Jordan Mason TE Juwan Johnson WR CeeDee Lamb WR Puka Nacua WR Rome Odunze,,,
4166,4861244299,gabbtal5,0,136.22,DST Browns  FLEX Kenneth Walker III QB Drake Maye RB Bijan Robinson RB Jordan Mason TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Rome Odunze,,,
4166,4865336064,bigal1481,0,136.22,DST Texans  FLEX Javonte Williams QB Carson Wentz RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR Justin Jefferson WR Mike Evans WR Rome Odunze,,,
4166,4865576182,npnelson713,0,136.22,DST Buccaneers  FLEX Puka Nacua QB Daniel Jones RB Bijan Robinson RB Kenneth Walker III TE Tyler Warren WR George Pickens WR Rome Odunze WR Jalen Nailor,,,
4170,4862307647,Jsamm422,0,136.18,DST Colts  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Tyler Warren WR CeeDee Lamb WR Jakobi Meyers WR Rome Odunze,,,
