Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
101,4862049746,bigreg89,0,190.68,DST Steelers  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Tyler Warren WR Jaxon Smith-Njigba WR Garrett Wilson WR Rome Odunze,,Cowboys ,DST,0.73%,-1
102,4864429126,bobbybrill,0,190.42,DST Colts  FLEX Keenan Allen QB Caleb Williams RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR George Pickens WR DJ Moore WR Rome Odunze,,Courtland Sutton,WR,0.70%,26.8
103,4865619270,jordanh415,0,190.37999,DST Vikings  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Tyler Warren WR Puka Nacua WR Ricky Pearsall WR Rome Odunze,,Chuba Hubbard,RB,0.65%,9.6
104,4861746871,rditulli,0,190.28,DST Jaguars  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Aaron Rodgers,QB,0.64%,12.66
104,4862105119,mhallstrom15,0,190.28,DST Jaguars  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Pat Freiermuth,TE,0.64%,1.6
104,4862166446,ahnm,0,190.28,DST Jaguars  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Ja'Tavion Sanders,TE,0.61%,3.1
104,4862480395,DocJeff48,0,190.28,DST Jaguars  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Quinshon Judkins,FLEX,0.58%,16.5
104,4863277182,fraggle13,0,190.28,DST Jaguars  FLEX Jonathan Taylor QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Stefon Diggs,FLEX,0.57%,5.3
109,4863393577,chris41658,0,190.22,DST Steelers  FLEX Kenneth Walker III QB Carson Wentz RB Christian McCaffrey RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Ricky Pearsall,,Jake Browning,QB,0.57%,7.9
110,4859198130,jedimoose28,0,190.12,DST Commanders  FLEX Kenneth Walker III QB Caleb Williams RB Christian McCaffrey RB Jordan Mason TE Jake Ferguson WR Jaxon Smith-Njigba WR Garrett Wilson WR Rome Odunze,,Michael Penix Jr.,QB,0.55%,5.78
111,4861314719,Chip4980,0,189.92,DST Browns  FLEX Kenneth Walker III QB Caleb Williams RB Bijan Robinson RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,J.K. Dobbins,RB,0.54%,15.3
112,4863689444,zestfulyclean,0,189.78,DST Broncos  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR Puka Nacua WR Rome Odunze WR Keenan Allen,,Hunter Henry,TE,0.54%,29
113,4865724067,shannrobertmartin,0,189.76,DST Seahawks  FLEX Rome Odunze QB Kyler Murray RB Jonathan Taylor RB Travis Etienne Jr. TE Zach Ertz WR Puka Nacua WR Jaxon Smith-Njigba WR Tre Tucker,,Cade Otton,TE,0.54%,0
114,4862551926,bstowe4,0,189.52,DST Falcons  FLEX Kenneth Walker III QB Caleb Williams RB Jonathan Taylor RB Jordan Mason TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,DeVonta Smith,WR,0.49%,20
115,4856628230,cjacobin,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Nick Chubb,FLEX,0.49%,7
115,4857666196,msp515252,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,James Conner,FLEX,0.48%,6.7
115,4858049413,Richarles,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Adam Trautman,TE,0.46%,0
115,4858152513,jgschamp,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Christian Kirk,WR,0.46%,5.5
115,4858438804,railman305,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Cardinals ,DST,0.45%,6
115,4858801771,NielerAA,0,189.28,DST Commanders  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,TreVeyon Henderson,RB,0.44%,7.7
115,4859158249,Cyrano6970,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Kyren Williams,RB,0.44%,19.2
115,4860946182,mblanch13,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,C.J. Stroud,QB,0.42%,12.36
115,4860968620,clutchplayer83,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Tee Higgins,WR,0.42%,2.5
115,4861179882,MrManager,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Josh Downs,WR,0.41%,5.4
115,4861749017,jpbarr04,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,D'Andre Swift,FLEX,0.41%,10.8
115,4861866004,bmahler,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Bo Nix,QB,0.39%,13.42
115,4862946292,comebackzinc,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Cedric Tillman,WR,0.39%,5.6
115,4863107200,bakerdj189,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Sam Darnold,QB,0.39%,16.72
115,4863160866,jhelsper,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Brenton Strange,TE,0.39%,12.1
115,4863289715,emsp8,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Calvin Austin III,WR,0.38%,12.4
115,4863612597,joe2794,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Travis Hunter,WR,0.38%,3.1
115,4863644978,ParkerSoSerious,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Eagles ,DST,0.36%,13
115,4863651510,Shonore,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Matthew Stafford,QB,0.33%,14.84
115,4863663169,par16b,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Tyrod Taylor,QB,0.33%,18.68
115,4864085689,cxr.sxn,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Dyami Brown,WR,0.32%,2.7
115,4864323468,placeideahere,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Tyler Conklin,TE,0.30%,0
115,4864991555,crazyhair2620,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Chig Okonkwo,TE,0.30%,11.6
115,4865499324,alex.j.levy,0,189.28,DST Commanders  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Broncos ,DST,0.30%,9
139,4861800412,jtmac1999,0,189.18,DST Steelers  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Alec Pierce,WR,0.29%,10.7
139,4863046908,Miklop,0,189.18,DST Steelers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Jerry Jeudy,FLEX,0.29%,2.7
139,4863217196,Younggun0523,0,189.18,DST Steelers  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Luke Musgrave,TE,0.28%,0
139,4864045400,dpasson84,0,189.18,DST Steelers  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Olamide Zaccheaus,WR,0.26%,6.6
139,4864119375,BigMart11,0,189.18,DST Steelers  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Cole Kmet,TE,0.26%,8
139,4864197610,ACasperD,0,189.18,DST Steelers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Rashid Shaheed,WR,0.25%,8.2
139,4864433556,michaeljay,0,189.18,DST Steelers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,KaVontae Turpin,WR,0.25%,8.8
146,4861340116,brodeur78,0,189.02,DST Colts  FLEX Jonathan Taylor QB Drake Maye RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Colston Loveland,TE,0.23%,4.1
146,4861751292,flawless77,0,189.02,DST Colts  FLEX Christian McCaffrey QB Drake Maye RB Jonathan Taylor RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Bhayshul Tuten,FLEX,0.23%,8.1
146,4863978603,robofitz921,0,189.02,DST Colts  FLEX Christian McCaffrey QB Drake Maye RB Jonathan Taylor RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Kendrick Bourne,WR,0.23%,7.8
149,4861565537,bdunc8,0,188.93999,DST Jaguars  FLEX Jordan Mason QB Dak Prescott RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Omarion Hampton,FLEX,0.23%,24.9
150,4865643737,jacob.gillen,0,188.82,DST Colts  FLEX Christian McCaffrey QB Caleb Williams RB Jonathan Taylor RB Jordan Mason TE Juwan Johnson WR Jakobi Meyers WR Ricky Pearsall WR Rome Odunze,,Tyler Allgeier,RB,0.22%,1.4
151,4864641369,npk2019,0,188.78001,DST Vikings  FLEX Christian McCaffrey QB Marcus Mariota RB Tony Pollard RB Jordan Mason TE Juwan Johnson WR Puka Nacua WR Courtland Sutton WR Jakobi Meyers,,Dalton Schultz,TE,0.17%,8.9
152,4864197031,ia8794,0,188.68001,DST Buccaneers  FLEX Jonathan Taylor QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Brock Bowers WR Ricky Pearsall WR Rome Odunze WR Michael Pittman Jr.,,Kyler Murray,QB,0.17%,14.06
153,4858236198,DFSdisgust,0,188.48,DST Commanders  FLEX Kenneth Walker III QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Puka Nacua WR Rome Odunze WR Keenan Allen,,Adam Thielen,WR,0.16%,0
154,4862167580,TheBigDawg11,0,188.12,DST Packers  FLEX Kenneth Walker III QB Caleb Williams RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Luke Farrell,TE,0.15%,0
154,4864422137,fantasyferg,0,188.12,DST Packers  FLEX Jonathan Taylor QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Sterling Shepard,WR,0.15%,12
156,4857353879,ralexander10,0,187.92,DST Commanders  FLEX Jonathan Taylor QB Carson Wentz RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Darnell Mooney,WR,0.15%,8.4
156,4860621523,jrgolden15,0,187.92,DST Commanders  FLEX Jordan Mason QB Carson Wentz RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Marvin Mims Jr.,WR,0.13%,1.4
156,4865296423,Kiddcozz,0,187.92,DST Vikings  FLEX Jaxon Smith-Njigba QB Daniel Jones RB Breece Hall RB Jordan Mason TE Jake Ferguson WR Nico Collins WR A.J. Brown WR DK Metcalf,,Noah Fant,FLEX,0.12%,6.6
159,4857729861,jdani614,0,187.78,DST Seahawks  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Ricky Pearsall WR Rome Odunze WR Keenan Allen,,Bryce Young,QB,0.12%,11.64
159,4862390538,bcally12,0,187.78,DST Seahawks  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Trey McBride WR Ricky Pearsall WR Rome Odunze WR Keenan Allen,,Tyler Higbee,TE,0.12%,0
161,4861425721,JerryPress,0,187.28,DST Colts  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Davante Adams WR Rome Odunze WR Keenan Allen,,Geno Smith,QB,0.12%,26.06
161,4862080554,dwhiteness10,0,187.28,DST Colts  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Trey McBride WR Davante Adams WR Rome Odunze WR Keenan Allen,,Tre Tucker,WR,0.12%,43.9
163,4861686992,Wolverineboy,0,187.22,DST Steelers  FLEX Christian McCaffrey QB Bo Nix RB Jonathan Taylor RB Jordan Mason TE Jake Ferguson WR Jaxon Smith-Njigba WR Courtland Sutton WR Troy Franklin,,Trey Benson,FLEX,0.12%,8.1
164,4862947137,ModeloColombianas,0,186.88,DST Browns  FLEX Christian McCaffrey QB Marcus Mariota RB Jonathan Taylor RB Kenneth Walker III TE Juwan Johnson WR Puka Nacua WR Ricky Pearsall WR Rome Odunze,,Jalen Nailor,FLEX,0.10%,6.7
165,4865650367,Trip_Hanley,0,186.51999,DST Packers  FLEX Jonathan Taylor QB Carson Wentz RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Rome Odunze,,Jauan Jennings,WR,0.10%,0
166,4859050687,naapstermaan,0,186.43999,DST Jaguars  FLEX Kenneth Walker III QB Dak Prescott RB Jonathan Taylor RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR George Pickens WR Rome Odunze,,Rachaad White,RB,0.10%,2.4
167,4865201905,khourimon,0,186.42,DST Colts  FLEX Garrett Wilson QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Juwan Johnson WR Nico Collins WR Jaxon Smith-Njigba WR Rome Odunze,,Davis Allen,FLEX,0.09%,1.3
168,4865018253,mmgrimm,0,186.18,DST Colts  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR A.J. Brown WR Keenan Allen,,Elijah Arroyo,TE,0.09%,0
169,4863681668,Jordo300,0,186.07999,DST Seahawks  FLEX Jordan Mason QB Marcus Mariota RB Bijan Robinson RB Kenneth Walker III TE Jake Ferguson WR Puka Nacua WR A.J. Brown WR Rome Odunze,,Mike Gesicki,TE,0.09%,1.6
170,4863389512,Buckyroo,0,185.98,DST Commanders  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Tyler Warren WR Puka Nacua WR Rome Odunze WR Keenan Allen,,Dylan Sampson,RB,0.09%,0.2
171,4864169994,Bigbossman1,0,185.42,DST Patriots  FLEX Kenneth Walker III QB Caleb Williams RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Mason Taylor,TE,0.07%,5.8
172,4862382067,smitdog333,0,185.38,DST Colts  FLEX Jonathan Taylor QB Marcus Mariota RB Bijan Robinson RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Blake Corum,RB,0.07%,5.3
173,4865258002,salukifan_fritz,0,185.18,DST Jaguars  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Keenan Allen,,Parker Washington,WR,0.07%,7.4
174,4862212433,GrinIsHot,0,185.12001,DST Eagles  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Garrett Wilson WR Rome Odunze WR Keenan Allen,,Bears ,DST,0.07%,11
175,4859003934,yossi22,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Kyle Monangai,FLEX,0.07%,3
175,4859334202,Deroche,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Miles Sanders,RB,0.07%,8.3
175,4859884227,daddyshark423,0,184.98,DST Packers  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Michael Mayer,TE,0.07%,0
175,4861144169,myers2004,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Trevor Lawrence,QB,0.06%,8.78
175,4861264994,JimmyFo,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,DeMario Douglas,FLEX,0.06%,2.7
175,4861368640,westgatejones,0,184.98,DST Packers  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Panthers ,DST,0.06%,22
175,4862471350,ryder_back,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Jalen Tolbert,FLEX,0.06%,7.4
175,4862997785,ckat1985,0,184.98,DST Packers  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Antonio Gibson,FLEX,0.06%,1.8
175,4864210198,J-Rock-R,0,184.98,DST Packers  FLEX Jordan Mason QB Marcus Mariota RB Christian McCaffrey RB Kenneth Walker III TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Joe Flacco,QB,0.06%,4.68
175,4864260445,sellout075,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Kenneth Gainwell,RB,0.04%,9.6
175,4864484272,Moneyhungry15,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Adonai Mitchell,WR,0.04%,0
175,4864497180,rploetz,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Austin Hooper,TE,0.04%,4.8
175,4864599763,Juanc3505,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Spencer Rattler,QB,0.04%,12.72
175,4864853520,theceebs,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Tory Horton,WR,0.04%,18.2
175,4865507429,liles00,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Brock Purdy,QB,0.03%,0
175,4865637477,elvisguy1,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Tre' Harris,WR,0.03%,0
175,4865682547,tylerm2310,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Zay Jones,WR,0.03%,4.5
175,4865690454,ovojakecorner,0,184.98,DST Packers  FLEX Christian McCaffrey QB Marcus Mariota RB Kenneth Walker III RB Jordan Mason TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Jeremy Ruckert,TE,0.03%,0
193,4857943009,Dtigers36,0,184.92,DST Falcons  FLEX Jordan Mason QB Caleb Williams RB Christian McCaffrey RB Jonathan Taylor TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,AJ Barner,TE,0.03%,3.3
193,4861002158,jrjenkins95,0,184.92,DST Falcons  FLEX Jonathan Taylor QB Caleb Williams RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Woody Marks,RB,0.03%,4.6
193,4861666461,arlesgreydog,0,184.92,DST Falcons  FLEX Christian McCaffrey QB Caleb Williams RB Jonathan Taylor RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Jahan Dotson,WR,0.03%,1.7
193,4862585344,jakesedwards10,0,184.92,DST Falcons  FLEX Jonathan Taylor QB Caleb Williams RB Christian McCaffrey RB Jordan Mason TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,RJ Harvey,RB,0.03%,4.6
197,4861927647,tical1994,0,184.68001,DST Seahawks  FLEX Kenneth Walker III QB Marcus Mariota RB Christian McCaffrey RB Jonathan Taylor TE Juwan Johnson WR Jaxon Smith-Njigba WR Ricky Pearsall WR Rome Odunze,,Tyler Johnson,WR,0.03%,5.2
198,4865621109,stevenp2510,0,184.58,DST Colts  FLEX Javonte Williams QB Marcus Mariota RB Jonathan Taylor RB Jordan Mason TE Zach Ertz WR Puka Nacua WR Jaxon Smith-Njigba WR Keenan Allen,,Michael Wilson,FLEX,0.03%,1.5
199,4864011836,dclbr99,0,184.52,DST Jaguars  FLEX Jordan Mason QB Drake Maye RB Christian McCaffrey RB Bijan Robinson TE Hunter Henry WR Courtland Sutton WR Jakobi Meyers WR Keenan Allen,,Luther Burden III,FLEX,0.03%,22.8
200,4863456614,sweatytaint,0,184.42,DST Buccaneers  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Ricky Pearsall WR Rome Odunze WR Keenan Allen,,Najee Harris,RB,0.03%,2.8
200,4865577910,bwiegs,0,184.42,DST Jaguars  FLEX Jordan Mason QB Caleb Williams RB Bijan Robinson RB Jonathan Taylor TE T.J. Hockenson WR Garrett Wilson WR Jakobi Meyers WR Rome Odunze,,Jaydon Blue,FLEX,0.03%,0
202,4858228546,russjabs,0,184.32,DST Steelers  FLEX Christian McCaffrey QB Caleb Williams RB Kenneth Walker III RB Jordan Mason TE Trey McBride WR Jaxon Smith-Njigba WR Rome Odunze WR Keenan Allen,,Van Jefferson,FLEX,0.03%,1.8
