Id,Name,Position,Team,ProjPts,ProjOwn
39972113,Jonnu Smith,TE,Steelers,8.70,0.50
39971709,Michael Pittman Jr.,WR,Colts,10.80,3.30
39972263,Jelani Woods,TE,Jets,3.90,0.00
39971347,Sam Ehlinger,QB,Broncos,0.00,0.00
39972201,Mo Alie-Cox,TE,Colts,4.20,0.10
39971385,Jonathan Taylor,RB,Colts,14.80,9.70
39971749,Alec Pierce,WR,Colts,7.70,0.00
39972185,Kylen Granson,TE,Eagles,4.50,0.20
39971881,Ashton Dulin,WR,Colts,3.00,0.00
39971363,C.J. Beathard,QB,Lions,0.00,0.00
39972307,Chris Manhertz,TE,Giants,3.80,0.00
39972129,Luke Farrell,TE,49ers,4.90,0.00
39971405,Travis Etienne Jr.,RB,Jaguars,15.50,14.00
39971823,Zay Jones,WR,Cardinals,5.90,0.00
39971308,Trevor Lawrence,QB,Jaguars,17.70,7.10
39971599,JaMycal Hasty,RB,Dolphins,3.90,0.00
39972109,Evan Engram,TE,Broncos,9.00,2.20
39971827,Tyler Johnson,WR,Jets,5.10,0.60
39971753,Brandin Cooks,WR,Saints,6.90,0.30
39971362,Kyle Allen,QB,Lions,0.00,0.00
39972137,Chig Okonkwo,TE,Titans,8.60,2.40
39971843,Treylon Burks,WR,Titans,0.00,0.00
39971819,Nick Westbrook-Ikhine,WR,Dolphins,6.40,0.10
39971547,Julius Chestnut,RB,Titans,4.90,0.00
39971373,Derrick Henry,RB,Ravens,24.70,9.20
39972153,Austin Hooper,TE,Patriots,4.70,0.10
39972327,Drew Sample,TE,Bengals,4.60,0.10
39971299,Joe Burrow,QB,Bengals,22.60,9.50
39971981,Trent Taylor,WR,49ers,0.00,0.00
39971513,Trayveon Williams,RB,Browns,0.00,0.00
39971675,Tee Higgins,WR,Bengals,16.20,15.40
39971351,Brandon Allen,QB,Titans,0.00,0.00
39971469,Samaje Perine,RB,Bengals,7.10,0.30
39971653,Ja'Marr Chase,WR,Bengals,21.00,19.70
39971453,Kareem Hunt,RB,Chiefs,8.40,0.30
39971332,Joshua Dobbs,QB,Patriots,0.00,0.00
39972087,David Bell,WR,Browns,0.00,0.00
39972107,David Njoku,TE,Browns,10.30,3.90
39971334,Jacoby Brissett,QB,Cardinals,0.00,0.00
39971449,Jerome Ford,RB,Browns,9.30,0.40
39971641,D'Ernest Johnson,RB,Ravens,3.70,0.00
39972103,Mark Andrews,TE,Ravens,9.30,5.50
39972071,Tylan Wallace,WR,Ravens,4.60,0.00
39971857,Demarcus Robinson,WR,49ers,0.00,0.00
39971485,Justice Hill,RB,Ravens,8.20,0.50
39971369,Tyler Huntley,QB,Ravens,0.00,0.00
39971409,J.K. Dobbins,RB,Broncos,12.30,0.30
39971939,James Proche II,WR,Titans,0.00,0.00
39972023,Devin Duvernay,WR,Bears,3.00,0.00
39971731,Rashod Bateman,WR,Ravens,9.40,1.70
39971297,Lamar Jackson,QB,Ravens,24.00,9.40
39972139,Isaiah Likely,TE,Ravens,0.00,0.00
39971685,George Pickens,WR,Cowboys,12.90,5.40
39972131,Pat Freiermuth,TE,Steelers,6.50,0.90
39972037,Gunner Olszewski,WR,Giants,2.60,0.00
39972255,Connor Heyward,TE,Steelers,4.30,0.00
39971357,Mitchell Trubisky,QB,Bills,0.00,0.00
39971417,Jaylen Warren,RB,Steelers,13.20,5.50
39971337,Mason Rudolph,QB,Steelers,0.00,0.00
39972031,Miles Boykin,WR,Bears,0.00,0.00
39971837,Russell Gage Jr.,WR,49ers,4.70,0.00
39971955,Scotty Miller,WR,Steelers,3.60,0.00
39971773,Olamide Zaccheaus,WR,Bears,7.50,0.80
39971397,Chuba Hubbard,RB,Panthers,14.60,6.10
39971849,Terrace Marshall,WR,Eagles,0.00,0.00
39972221,Tommy Tremble,TE,Panthers,4.50,0.00
39971691,DJ Moore,WR,Bears,13.90,7.20
39971985,Robbie Chosen,WR,49ers,0.00,0.00
39971377,Christian McCaffrey,RB,49ers,19.50,34.70
39972123,Juwan Johnson,TE,Saints,11.20,6.90
39971717,Chris Olave,WR,Saints,11.70,8.60
39972175,Taysom Hill,TE,Saints,0.00,0.00
39972155,Adam Trautman,TE,Broncos,4.20,0.10
39971328,Andy Dalton,QB,Panthers,0.00,0.00
39971395,Alvin Kamara,RB,Saints,15.00,13.70
39971322,Jameis Winston,QB,Giants,0.00,0.00
39972097,George Kittle,TE,49ers,0.00,0.00
39971723,Jauan Jennings,WR,49ers,9.10,5.10
39971327,Jimmy Garoppolo,QB,Rams,3.10,0.00
39971597,Jeff Wilson Jr.,RB,Dolphins,0.00,0.00
39971979,Malik Turner,WR,49ers,0.00,0.00
39971855,Brandon Aiyuk,WR,49ers,0.00,0.00
39971301,Brock Purdy,QB,49ers,0.00,0.00
39971387,James Conner,RB,Cardinals,17.10,13.10
39971805,Greg Dortch,WR,Cardinals,5.30,0.00
39971917,Andre Baccellia,WR,Cardinals,0.00,0.00
39972095,Trey McBride,TE,Cardinals,16.00,14.00
39971521,Keaontay Ingram,RB,Chiefs,0.00,0.00
39971300,Kyler Murray,QB,Cardinals,22.10,5.20
39971707,Marquise Brown,WR,Chiefs,14.00,15.70
39972145,Tyler Higbee,TE,Rams,4.90,0.60
39971715,Cooper Kupp,WR,Seahawks,10.00,1.00
39971807,Ben Skowronek,WR,Steelers,5.20,0.00
39971783,Tutu Atwell,WR,Rams,7.00,0.30
39971829,Van Jefferson,WR,Titans,4.10,0.00
39971306,Matthew Stafford,QB,Rams,14.40,2.10
39971959,Lance McCutcheon,WR,Steelers,0.00,0.00
39972237,Colby Parkinson,TE,Rams,0.00,0.00
39971407,Kenneth Walker III,RB,Seahawks,12.00,0.70
39971943,Dareke Young,WR,Seahawks,2.60,0.00
39971647,DeeJay Dallas,RB,Panthers,3.60,0.00
39972007,Dee Eskridge,WR,Dolphins,4.30,0.00
39971611,Travis Homer,RB,Bears,3.60,0.00
39971679,DK Metcalf,WR,Steelers,15.00,10.70
39971336,Drew Lock,QB,Seahawks,0.00,0.00
39972135,Noah Fant,TE,Bengals,6.70,0.80
39971757,Tyler Lockett,WR,Titans,7.30,0.40
39971745,Dyami Brown,WR,Jaguars,8.80,0.70
39971825,Curtis Samuel,WR,Bills,4.20,0.00
39971342,Sam Howell,QB,Eagles,0.00,0.00
39971457,Antonio Gibson,RB,Patriots,5.00,0.00
39971769,Jahan Dotson,WR,Eagles,6.30,0.10
39971771,KaVontae Turpin,WR,Cowboys,7.00,0.10
39971399,Tony Pollard,RB,Titans,13.90,10.60
39971919,Simi Fehoko,WR,Cardinals,0.00,0.00
39971368,Cooper Rush,QB,Ravens,1.30,0.00
39971305,Dak Prescott,QB,Cowboys,20.70,4.90
39971655,CeeDee Lamb,WR,Cowboys,20.00,14.30
39971459,Rico Dowdle,RB,Panthers,8.90,0.30
39971801,Jalen Tolbert,WR,Cowboys,6.10,0.10
39972117,Jake Ferguson,TE,Cowboys,11.30,6.00
39972273,Jack Stoll,TE,Saints,4.20,0.00
39971693,DeVonta Smith,WR,Eagles,14.20,10.20
39971298,Jalen Hurts,QB,Eagles,22.00,6.40
39971665,A.J. Brown,WR,Eagles,15.70,11.70
39971565,Trey Sermon,RB,Steelers,3.70,0.00
39971344,Gardner Minshew,QB,Chiefs,1.10,0.00
39971463,Kenneth Gainwell,RB,Steelers,10.20,0.90
39972115,Dallas Goedert,TE,Eagles,0.00,0.00
39971473,Miles Sanders,RB,Cowboys,8.20,0.10
39972179,Grant Calcaterra,TE,Eagles,5.20,2.90
39971313,Daniel Jones,QB,Colts,15.40,1.70
39972329,Tanner Hudson,TE,Bengals,4.40,0.00
39972305,Daniel Bellinger,TE,Giants,4.80,0.00
39971737,Wan'Dale Robinson,WR,Giants,10.40,0.70
39971339,Tyrod Taylor,QB,Jets,2.10,0.00
39971787,Darius Slayton,WR,Giants,7.70,0.60
39971633,Gary Brightwell,RB,Bengals,3.40,0.00
39971375,Saquon Barkley,RB,Eagles,16.90,6.10
39971509,Khalil Herbert,RB,Colts,0.00,0.00
39972141,Cole Kmet,TE,Bears,5.50,0.90
39971415,David Montgomery,RB,Lions,13.40,2.50
39971587,Velus Jones Jr.,RB,Saints,2.40,0.00
39972045,Ihmir Smith-Marsette,WR,Giants,2.20,0.00
39971307,Justin Fields,QB,Jets,21.30,9.20
39971353,Trevor Siemian,QB,Titans,0.00,0.00
39972293,Shane Zylstra,TE,Lions,4.10,0.00
39971603,Craig Reynolds,RB,Lions,3.70,0.00
39971661,Amon-Ra St. Brown,WR,Lions,16.80,8.50
39971777,Josh Reynolds,WR,Jets,4.30,1.20
39972291,Brock Wright,TE,Lions,4.20,0.00
39971304,Jared Goff,QB,Lions,15.80,1.50
39971403,D'Andre Swift,RB,Bears,12.60,4.70
39971815,Kalif Raymond,WR,Lions,5.30,0.00
39972225,James Mitchell,TE,Panthers,3.40,0.00
39971309,Aaron Rodgers,QB,Steelers,14.50,1.00
39971785,Allen Lazard,WR,Jets,4.10,0.70
39972235,Josiah Deguara,TE,Cardinals,3.90,0.00
39972191,Robert Tonyan,TE,Chiefs,4.30,0.00
39971487,A.J. Dillon,RB,Eagles,6.00,0.00
39971569,Kene Nwangwu,RB,Jets,0.00,0.00
39972321,Johnny Mundt,TE,Jaguars,4.30,0.00
39971340,Nick Mullens,QB,Jaguars,0.00,0.00
39971507,Alexander Mattison,RB,Dolphins,0.00,0.00
39971817,Tim Patrick,WR,Jaguars,4.80,0.00
39972289,Greg Dulcich,TE,Dolphins,3.80,0.00
39972261,Stone Smartt,TE,Jets,4.30,0.00
39971895,Michael Bandy,WR,Broncos,0.00,0.00
39971345,Chris Oladokun,QB,Chiefs,0.00,0.00
39971581,Sincere McCormick,RB,49ers,3.80,0.00
39971541,Zonovan Knight,RB,Cardinals,0.00,0.00
39972295,Kenny Yeboah,TE,Lions,0.00,0.00
39971965,Irvin Charles,WR,Jets,0.00,0.00
39971889,Laquon Treadwell,WR,Colts,2.00,0.00
39971775,Tyquan Thornton,WR,Chiefs,8.10,1.80
39971977,Kristian Wilkerson,WR,Bills,0.00,0.00
39972203,Drew Ogletree,TE,Colts,3.90,0.00
39972303,Nikola Kalinic,TE,Bears,3.50,0.00
39971993,Kevin Austin Jr.,WR,Saints,0.00,0.00
39971797,John Metchie III,WR,Eagles,4.20,0.00
39972245,Thomas Odukoya,TE,Titans,3.60,0.00
39971937,Mason Kinsey,WR,Titans,0.00,0.00
39971330,Jake Browning,QB,Bengals,1.50,0.00
39971370,Deshaun Watson,QB,Browns,0.00,0.00
39972339,Zaire Mitchell-Paden,TE,Ravens,4.00,0.00
39972337,Charlie Kolar,TE,Ravens,4.30,0.10
39971489,Tyler Badie,RB,Broncos,4.90,0.00
39971727,Calvin Austin III,WR,Steelers,9.20,1.40
39972079,Anthony Miller,WR,Ravens,2.10,0.00
39971945,Cody White,WR,Seahawks,3.20,0.00
39971719,Calvin Ridley,WR,Titans,10.80,11.00
39971316,Sam Darnold,QB,Seahawks,14.10,0.90
39972213,Lucas Krull,TE,Broncos,4.70,0.00
39971733,Rashid Shaheed,WR,Saints,9.70,2.70
39971519,Elijah Mitchell,RB,Chiefs,3.80,0.00
39971747,DeAndre Hopkins,WR,Ravens,8.30,0.60
39971391,Kyren Williams,RB,Rams,16.50,14.70
39971545,Ronnie Rivers,RB,Rams,0.00,0.00
39972061,Austin Trammell,WR,Jaguars,0.00,0.00
39971431,Brian Robinson Jr.,RB,49ers,9.60,0.20
39972209,Sean McKeon,TE,Colts,3.40,0.00
39971365,Will Grier,QB,Cowboys,0.00,0.00
39971623,Malik Davis,RB,Cowboys,0.00,0.00
39971971,Brandon Smith,WR,Jets,0.00,0.00
39971869,Britain Covey,WR,Eagles,0.00,0.00
39971901,David Moore,WR,Panthers,4.10,0.00
39971687,Jameson Williams,WR,Lions,12.00,3.50
39972021,Tom Kennedy,WR,Lions,0.00,0.00
39971527,Tyler Goodson,RB,Colts,4.00,0.00
39971579,Patrick Taylor Jr.,RB,49ers,0.00,0.00
39971915,Trishton Jackson,WR,Cardinals,0.00,0.00
39971571,Andrew Beck,RB,Jets,3.80,0.00
39971535,Michael Burton,RB,Broncos,0.00,0.00
39971577,Reggie Gilliam,RB,Bills,3.70,0.00
39971601,Alec Ingold,RB,Dolphins,4.70,0.00
39971639,Patrick Ricard,RB,Ravens,0.00,0.00
39971533,Adam Prentice,RB,Broncos,3.70,0.00
39971583,Kyle Juszczyk,RB,49ers,5.10,0.00
39972143,Jake Tonges,TE,49ers,5.90,0.80
39972029,Maurice Alexander,WR,Bears,0.00,0.00
39972279,Zach Wood,TE,Saints,0.00,0.00
39972199,James Winchester,TE,Chiefs,0.00,0.00
39972081,Keith Kirkwood,WR,Ravens,2.00,0.00
39972093,Kaden Davis,WR,Browns,0.00,0.00
39972215,Mitchell Fraboni,TE,Broncos,0.00,0.00
39972301,Stephen Carlson,TE,Bears,0.00,0.00
39971885,D.J. Montgomery,WR,Colts,0.00,0.00
39971741,Cedric Tillman,WR,Browns,10.60,4.10
39971961,Xavier Gipson,WR,Jets,2.50,0.00
39971875,Jason Brownlee,WR,Chiefs,3.70,0.00
39971941,Jake Bobo,WR,Seahawks,3.70,0.00
39971899,Thayer Thomas,WR,Broncos,0.00,0.00
39971677,Jaxon Smith-Njigba,WR,Seahawks,17.10,14.60
39971735,Kayshon Boutte,WR,Patriots,11.00,2.60
39971743,DeMario Douglas,WR,Patriots,10.20,0.90
39971499,Kenny McIntosh,RB,Seahawks,0.00,0.00
39971427,Zach Charbonnet,RB,Seahawks,12.20,1.10
39971320,Anthony Richardson Sr.,QB,Colts,5.30,0.00
39971673,Zay Flowers,WR,Ravens,14.60,14.00
39971493,Kendre Miller,RB,Saints,7.50,0.10
39971475,Jaleel McLaughlin,RB,Broncos,4.20,0.00
39972211,Nate Adkins,TE,Broncos,0.00,0.00
39971751,Marvin Mims Jr.,WR,Broncos,9.30,0.60
39971591,Deneric Prince,RB,Patriots,0.00,0.00
39971877,Nikko Remigio,WR,Chiefs,3.70,0.00
39971853,Rashee Rice,WR,Chiefs,0.00,0.00
39971973,Tyrell Shavers,WR,Bills,3.80,0.00
39971551,Jordan Mims,RB,Titans,4.40,0.00
39972121,Dalton Kincaid,TE,Bills,9.40,3.20
39972181,Julian Hill,TE,Dolphins,5.00,0.30
39972229,Elijah Higgins,TE,Cardinals,4.40,0.40
39971381,De'Von Achane,RB,Dolphins,16.70,14.90
39972189,E.J. Jenkins,TE,Eagles,0.00,0.00
39972205,Will Mallory,TE,Colts,4.00,0.00
39971729,Josh Downs,WR,Colts,10.40,1.00
39971445,Tank Bigsby,RB,Eagles,5.70,0.00
39972125,Brenton Strange,TE,Jaguars,11.00,5.60
39971795,Parker Washington,WR,Jaguars,5.10,0.00
39971871,Elijah Cooks,WR,Eagles,0.00,0.00
39971352,Will Levis,QB,Titans,0.00,0.00
39971497,Tyjae Spears,RB,Titans,0.00,0.00
39971779,Andrei Iosivas,WR,Bengals,7.80,0.50
39971607,Jacob Saylors,RB,Lions,3.70,0.00
39972063,Charlie Jones,WR,Bengals,3.80,0.00
39971383,Chase Brown,RB,Bengals,18.10,19.70
39971637,Keaton Mitchell,RB,Ravens,3.90,0.00
39972233,Travis Vokolek,TE,Cardinals,4.00,0.00
39972251,Darnell Washington,TE,Steelers,4.40,0.00
39971989,Trey Palmer,WR,Saints,2.30,0.00
39971314,Bryce Young,QB,Panthers,14.40,1.10
39971851,Jonathan Mingo,WR,Cowboys,0.00,0.00
39971897,A.T. Perry,WR,Broncos,0.00,0.00
39972187,Cameron Latu,TE,Eagles,3.90,0.00
39972269,Brayden Willis,TE,49ers,3.90,0.00
39972019,Ronnie Bell,WR,Lions,0.00,0.00
39971539,Emari Demercado,RB,Cardinals,4.10,0.00
39972341,Blake Whiteheart,TE,Browns,3.90,0.00
39971765,Michael Wilson,WR,Cardinals,7.80,0.60
39972173,Davis Allen,TE,Rams,4.60,0.00
39971657,Puka Nacua,WR,Rams,17.50,17.00
39971927,Xavier Smith,WR,Rams,5.40,0.00
39971350,Stetson Bennett IV,QB,Rams,0.00,0.00
39972065,Mitchell Tinsley,WR,Bengals,3.70,0.00
39971903,Brycen Tremayne,WR,Panthers,3.90,0.00
39972183,Luke Schoonmaker,TE,Cowboys,4.60,0.10
39972319,Princeton Fant,TE,Cowboys,3.60,0.00
39971621,Hunter Luepke,RB,Cowboys,4.50,0.00
39972047,Jalen Brooks,WR,Cowboys,0.00,0.00
39972315,John Stephens Jr.,TE,Cowboys,0.00,0.00
39972053,Jalen Cropper,WR,Cowboys,0.00,0.00
39971341,Tanner McKee,QB,Eagles,0.00,0.00
39971561,Brady Russell,RB,Seahawks,3.20,0.00
39971338,Tommy DeVito,QB,Patriots,0.00,0.00
39971617,Eric Gray,RB,Giants,0.00,0.00
39972033,Jalin Hyatt,WR,Giants,4.70,0.00
39972039,Bryce Ford-Wheaton,WR,Giants,0.00,0.00
39971891,Tyler Scott,WR,Colts,2.00,0.00
39971325,Tyson Bagent,QB,Bears,0.00,0.00
39971435,Roschon Johnson,RB,Bears,5.40,0.00
39971348,Hendon Hooker,QB,Panthers,0.00,0.00
39972101,Sam LaPorta,TE,Lions,13.40,7.10
39971360,Adrian Martinez,QB,49ers,0.00,0.00
39971379,Jahmyr Gibbs,RB,Lions,21.50,13.40
39971563,Lew Nichols,RB,Steelers,0.00,0.00
39972219,Patrick Murtagh,TE,Broncos,3.60,0.00
39971517,Ben VanSumeren,RB,Eagles,0.00,0.00
39971523,Carson Steele,RB,Chiefs,0.00,0.00
39971575,Frank Gore Jr.,RB,Bills,3.40,0.00
39971349,Kedon Slovis,QB,Cardinals,0.00,0.00
39972055,Joshua Cephus,WR,Jaguars,0.00,0.00
39971935,Bryce Oliver,WR,Titans,3.70,0.00
39972331,Cam Grandy,TE,Bengals,3.80,0.00
39972277,Treyton Welch,TE,Saints,0.00,0.00
39972077,Dayton Wade,WR,Ravens,0.00,0.00
39971845,Jalen Coker,WR,Panthers,0.00,0.00
39971987,Mason Tipton,WR,Saints,3.30,0.00
39971543,Cody Schrader,RB,Jaguars,3.80,0.00
39972275,Mason Pline,TE,Saints,0.00,0.00
39971913,Xavier Weaver,WR,Cardinals,3.20,0.00
39971651,Jack Westover,RB,Patriots,3.50,0.00
39971553,George Holani,RB,Seahawks,3.80,0.00
39972313,Brevyn Spann-Ford,TE,Cowboys,4.60,0.00
39971631,Kendall Milton,RB,Bengals,3.40,0.00
39971619,Dante Miller,RB,Giants,0.00,0.00
39972067,Isaiah Williams,WR,Jets,3.00,0.00
39971867,Johnny Wilson,WR,Eagles,0.00,0.00
39972311,Qadir Ismail,TE,Giants,0.00,0.00
39972241,David Martin-Robinson,TE,Titans,4.10,0.00
39971503,Audric Estime,RB,Eagles,3.70,0.00
39971811,Devaughn Vele,WR,Saints,5.10,0.00
39972343,Brenden Bates,TE,Browns,3.70,0.00
39971921,Tejhaun Palmer,WR,Cardinals,0.00,0.00
39971759,Xavier Legette,WR,Panthers,9.10,1.70
39971537,Jonathon Brooks,RB,Panthers,0.00,0.00
39972147,Ja'Tavion Sanders,TE,Panthers,6.30,0.90
39971319,Spencer Rattler,QB,Saints,14.00,1.50
39971991,Bub Means,WR,Saints,0.00,0.00
39971809,Jacob Cowing,WR,49ers,0.00,0.00
39971455,Isaac Guerendo,RB,49ers,4.00,0.00
39972051,Ryan Flournoy,WR,Cowboys,3.30,0.00
39971421,Tyrone Tracy Jr.,RB,Giants,11.30,3.70
39971953,Roman Wilson,WR,Steelers,5.30,0.00
39971605,Sione Vaki,RB,Lions,3.60,0.00
39971833,Jamari Thrash,WR,Browns,4.60,0.00
39972003,John Jiles,WR,Patriots,0.00,0.00
39971659,Malik Nabers,WR,Giants,17.50,11.40
39972287,Hayden Rucci,TE,Dolphins,0.00,0.00
39971333,Joe Milton III,QB,Cowboys,2.70,0.00
39971303,Bo Nix,QB,Broncos,20.30,3.60
39972231,Tip Reiman,TE,Cardinals,0.00,0.00
39971467,Will Shipley,RB,Eagles,0.00,0.00
39971909,Ainias Smith,WR,Panthers,0.00,0.00
39971595,Terrell Jennings,RB,Patriots,3.60,0.00
39971635,Rasheen Ali,RB,Ravens,3.90,0.00
39972073,Devontez Walker,WR,Ravens,3.80,0.00
39971923,Jordan Whittington,WR,Rams,5.50,0.10
39971471,Blake Corum,RB,Rams,6.90,0.10
39971425,Braelon Allen,RB,Jets,10.00,0.10
39972163,AJ Barner,TE,Seahawks,4.70,0.60
39971567,Isaiah Davis,RB,Jets,6.20,0.00
39971861,Jermaine Burton,WR,Bengals,3.00,0.00
39972333,Erick All Jr.,TE,Bengals,0.00,0.00
39971883,Anthony Gould,WR,Colts,2.70,0.00
39972193,Jared Wiley,TE,Chiefs,3.90,0.00
39972157,Theo Johnson,TE,Giants,6.10,1.00
39971683,Marvin Harrison Jr.,WR,Cardinals,15.20,8.40
39971873,Javon Baker,WR,Eagles,2.20,0.00
39971312,Drake Maye,QB,Patriots,20.60,6.30
39971767,Troy Franklin,WR,Broncos,8.50,0.50
39972009,Tahj Washington,WR,Dolphins,0.00,0.00
39971439,Jaylen Wright,RB,Dolphins,3.70,0.00
39971799,Malik Washington,WR,Dolphins,7.80,1.20
39971461,Ray Davis,RB,Bills,7.90,0.10
39971831,Adonai Mitchell,WR,Colts,7.20,0.00
39971689,Xavier Worthy,WR,Chiefs,0.00,0.00
39972001,Ja'Lynn Polk,WR,Patriots,0.00,0.00
39971663,Brian Thomas Jr.,WR,Jaguars,16.40,14.10
39971711,Keon Coleman,WR,Bills,10.80,6.30
39971703,Ricky Pearsall,WR,49ers,13.60,12.50
39971310,Caleb Williams,QB,Bears,15.50,4.30
39971721,Rome Odunze,WR,Bears,12.20,7.90
39972091,Malachi Corley,WR,Browns,0.00,0.00
39971451,Trey Benson,RB,Cardinals,10.60,0.70
39971761,Kyle Williams,WR,Patriots,5.30,0.00
39972197,Tre Watson,TE,Chiefs,3.70,0.00
39972069,Jordan Moore,WR,Bengals,0.00,0.00
39972105,Tyler Warren,TE,Colts,12.10,7.00
39971705,Travis Hunter,WR,Jaguars,12.80,4.20
39971318,Cam Ward,QB,Titans,13.70,0.60
39971699,Tetairoa McMillan,WR,Panthers,14.70,12.10
39971321,Jaxson Dart,QB,Giants,7.30,0.00
39972119,Colston Loveland,TE,Bears,6.70,0.70
39971419,RJ Harvey,RB,Broncos,11.10,0.60
39972159,Mason Taylor,TE,Jets,5.70,2.70
39971413,TreVeyon Henderson,RB,Patriots,13.30,1.80
39971429,Quinshon Judkins,RB,Browns,6.70,0.00
39971326,Tyler Shough,QB,Saints,3.80,0.00
39972165,Terrance Ferguson,TE,Rams,4.40,0.00
39972171,Elijah Arroyo,TE,Seahawks,5.40,0.10
39971725,Luther Burden III,WR,Bears,7.70,0.00
39971793,Isaac TeSlaa,WR,Lions,7.90,0.10
39971821,Pat Bryant,WR,Broncos,6.80,0.00
39971324,Dillon Gabriel,QB,Browns,2.50,0.00
