Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,lineup_rating
2730,4854479819,nkreps,0,135.51999,DST Broncos  FLEX Javonte Williams QB Josh Allen RB James Cook RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Keon Coleman WR Calvin Austin III,97.55
2732,4846852330,fantasycomish,0,135.5,DST Browns  FLEX Juwan Johnson QB Drake Maye RB James Conner RB Breece Hall TE Brenton Strange WR Ja'Marr Chase WR CeeDee Lamb WR Brian Thomas Jr.,114.4
2732,4854023828,Drbass16,0,135.5,DST Rams  FLEX Cedric Tillman QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,138.54999999999998
2732,4849965836,tmazz29,0,135.49998,DST Cardinals  FLEX CeeDee Lamb QB Sam Darnold RB Javonte Williams RB Travis Etienne Jr. TE Brenton Strange WR Brian Thomas Jr. WR Jaxon Smith-Njigba WR Marvin Harrison Jr.,107.95
2735,4854405071,Kitchk23,0,135.48,DST Saints  FLEX Travis Kelce QB Patrick Mahomes RB Christian McCaffrey RB Kyren Williams TE Dalton Kincaid WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,122.5
2736,4850919400,rmorsefrom203,0,135.46,DST Saints  FLEX Christian McCaffrey QB Mac Jones RB Jahmyr Gibbs RB Travis Etienne Jr. TE Tyler Warren WR CeeDee Lamb WR Hollywood Brown WR Keon Coleman,126.05
2736,4854337491,milescortez,0,135.46,DST Rams  FLEX Christian McCaffrey QB Mac Jones RB Chase Brown RB Kyren Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Ricky Pearsall,143.95
2736,4850594326,dwhiteness10,0,135.45999,DST Rams  FLEX Tee Higgins QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Puka Nacua WR Hollywood Brown WR Chris Olave,138.45000000000002
2736,4854441988,andyfbp,0,135.45999,DST Cardinals  FLEX JuJu Smith-Schuster QB Jared Goff RB Christian McCaffrey RB Jahmyr Gibbs TE Hunter Henry WR Tyreek Hill WR DK Metcalf WR Jerry Jeudy,104.69999999999999
2740,4854023419,Kartoonprs,0,135.44,DST Bears  FLEX Chase Brown QB Jalen Hurts RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Chris Olave WR Rome Odunze,129.10000000000002
2740,4854383345,JMitchucf,0,135.44,DST Steelers  FLEX Christian McCaffrey QB Dak Prescott RB De'Von Achane RB James Conner TE Harold Fannin Jr. WR CeeDee Lamb WR Calvin Ridley WR JuJu Smith-Schuster,122.14999999999999
2742,4850121804,Bird1031,0,135.42,DST 49ers  FLEX J.K. Dobbins QB Matthew Stafford RB James Conner RB James Cook TE Mark Andrews WR A.J. Brown WR DK Metcalf WR Rome Odunze,89.79999999999998
2742,4854418910,himsocrazy,0,135.42,DST Colts  FLEX Jonnu Smith QB Josh Allen RB Chuba Hubbard RB Travis Etienne Jr. TE Trey McBride WR Ja'Marr Chase WR Tetairoa McMillan WR Hollywood Brown,112.29999999999998
2744,4848906872,deadairwaves,0,135.4,DST Rams  FLEX Kyren Williams QB Lamar Jackson RB De'Von Achane RB Chase Brown TE Brenton Strange WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Chris Olave,127.65
2745,4851593056,RockyTops,0,135.38,DST Cowboys  FLEX Travis Etienne Jr. QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Hollywood Brown,136.45000000000002
2745,4854316968,chad81,0,135.38,DST Bears  FLEX Garrett Wilson QB Caleb Williams RB Christian McCaffrey RB Travis Etienne Jr. TE Jake Tonges WR CeeDee Lamb WR A.J. Brown WR Rome Odunze,113.0
2745,4854337848,Oldtown07,0,135.38,DST Seahawks  FLEX Jahmyr Gibbs QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Zay Flowers WR Chris Olave WR Rome Odunze,127.2
2748,4854165862,hostetterc40,0,135.36,DST Cowboys  FLEX Jahmyr Gibbs QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Jonnu Smith WR Puka Nacua WR Khalil Shakir WR Hollywood Brown,117.1
2748,4853287705,pkmandava,0,135.35999,DST Rams  FLEX Travis Etienne Jr. QB Mac Jones RB Christian McCaffrey RB Breece Hall TE Trey McBride WR Puka Nacua WR Ricky Pearsall WR Kayshon Boutte,130.4
2750,4854426053,MasonRMM,0,135.34,DST Saints  FLEX Marvin Harrison Jr. QB Bo Nix RB Jahmyr Gibbs RB Kyren Williams TE Dalton Kincaid WR CeeDee Lamb WR DeVonta Smith WR Rome Odunze,107.25
2751,4851142667,Browz52,0,135.32,DST Rams  FLEX A.J. Brown QB Josh Allen RB Breece Hall RB Travis Etienne Jr. TE Mark Andrews WR Amon-Ra St. Brown WR Rome Odunze WR Joshua Palmer,103.25
2752,4850120027,SReiser27,0,135.3,DST Saints  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Zay Flowers WR Tee Higgins WR Jaxon Smith-Njigba,136.70000000000002
2752,4854083254,dwade4life5,0,135.29999,DST Saints  FLEX Christian McCaffrey QB Drake Maye RB Breece Hall RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Tee Higgins WR DK Metcalf,128.9
2754,4850546351,nattyg6,0,135.28,DST Rams  FLEX De'Von Achane QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Calvin Ridley,139.20000000000002
2755,4846352640,mcardwell2,0,135.26,DST Cowboys  FLEX Javonte Williams QB Mac Jones RB Christian McCaffrey RB James Conner TE Hunter Henry WR CeeDee Lamb WR Jaxon Smith-Njigba WR Travis Hunter,121.54999999999998
2755,4849146225,kwilliams35,0,135.26,DST Titans  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR CeeDee Lamb WR Brian Thomas Jr. WR Jaxon Smith-Njigba,134.45
2757,4853854524,bitterjazzfan4,0,135.22,DST Saints  FLEX De'Von Achane QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Elic Ayomanor,131.2
2758,4849714994,bhallet5,0,135.20001,DST Rams  FLEX Jahmyr Gibbs QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Tyler Warren WR Tetairoa McMillan WR Hollywood Brown WR Chris Olave,137.79999999999998
2758,4846130274,floppykerk,0,135.2,DST Colts  FLEX Christian McCaffrey QB Lamar Jackson RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,135.35000000000002
2758,4847435846,jlad57,0,135.2,DST Colts  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,135.35000000000002
2758,4847484315,effybarreto,0,135.2,DST Colts  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,135.35000000000002
2758,4850604169,smolengraft53,0,135.2,DST Rams  FLEX Rome Odunze QB Lamar Jackson RB Derrick Henry RB Christian McCaffrey TE Harold Fannin Jr. WR Tee Higgins WR Hollywood Brown WR Calvin Ridley,136.75
2758,4851439694,jstenger95,0,135.2,DST Steelers  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB TreVeyon Henderson TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,133.45
2758,4852187265,Armchair_Fft,0,135.2,DST Bears  FLEX Puka Nacua QB Lamar Jackson RB Jahmyr Gibbs RB Kyren Williams TE Sam LaPorta WR Davante Adams WR Jerry Jeudy WR Elic Ayomanor,108.49999999999999
2758,4854071308,nxtgriffey,0,135.2,DST Saints  FLEX Ricky Pearsall QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Tee Higgins WR Jaxon Smith-Njigba WR Hollywood Brown,132.25
2758,4854404189,JonTeets,0,135.2,DST Cowboys  FLEX Christian McCaffrey QB Drake Maye RB Alvin Kamara RB Travis Etienne Jr. TE Brenton Strange WR Puka Nacua WR DK Metcalf WR Hollywood Brown,128.55
2767,4853543115,Laibach,0,135.18001,DST Titans  FLEX Malik Nabers QB Patrick Mahomes RB James Conner RB Breece Hall TE Travis Kelce WR Tyreek Hill WR Hollywood Brown WR Chris Olave,101.9
2768,4846109146,thunderdan63,0,135.16,DST Seahawks  FLEX Kyren Williams QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,135.34999999999997
2768,4852324984,gpilgreen12,0,135.16,DST Browns  FLEX Jaxon Smith-Njigba QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Brian Thomas Jr. WR Tee Higgins,137.65
2770,4849118069,alexjmclean,0,135.14,DST Rams  FLEX CeeDee Lamb QB Trevor Lawrence RB De'Von Achane RB Jaylen Warren TE Jake Ferguson WR Brian Thomas Jr. WR Marvin Harrison Jr. WR Calvin Ridley,114.25
2770,4854428562,Lburner13,0,135.14,DST Rams  FLEX Cole Kmet QB Dak Prescott RB Christian McCaffrey RB Jahmyr Gibbs TE Sam LaPorta WR CeeDee Lamb WR Ricky Pearsall WR Cooper Kupp,119.45
2772,4850675824,JoePoppa,0,135.12,DST Rams  FLEX Travis Etienne Jr. QB Aaron Rodgers RB Christian McCaffrey RB Javonte Williams TE Dalton Kincaid WR CeeDee Lamb WR Garrett Wilson WR Cedric Tillman,117.74999999999999
2773,4853950188,baileyleej,0,135.1,DST Rams  FLEX De'Von Achane QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR DK Metcalf WR Hollywood Brown,143.15
2774,4847051119,zlriches,0,135.08002,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Kayshon Boutte,139.70000000000002
2774,4852110702,Naten,0,135.08,DST Dolphins  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Davante Adams WR Hollywood Brown,136.65
2776,4853075570,krodino,0,135.06,DST Cowboys  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Ricky Pearsall,136.25000000000003
2777,4849976840,Tua35183,0,135.04001,DST Seahawks  FLEX Hollywood Brown QB Trevor Lawrence RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR Puka Nacua WR DeVonta Smith WR Tetairoa McMillan,130.1
2777,4852657821,JAYSCARDS,0,135.04001,DST Rams  FLEX James Cook QB Dak Prescott RB James Conner RB Travis Etienne Jr. TE Hunter Henry WR CeeDee Lamb WR Ricky Pearsall WR Hollywood Brown,119.89999999999999
2777,4854133469,dodgermoore,0,135.04001,DST Cowboys  FLEX Juwan Johnson QB Dak Prescott RB Christian McCaffrey RB Chuba Hubbard TE Trey McBride WR CeeDee Lamb WR Michael Pittman Jr. WR Keon Coleman,112.69999999999999
2777,4854162049,hpopelka,0,135.04,DST Patriots  FLEX Amon-Ra St. Brown QB Dak Prescott RB James Conner RB Javonte Williams TE Hunter Henry WR A.J. Brown WR Marvin Harrison Jr. WR Khalil Shakir,98.9
2781,4849563034,D3FaulT0,0,135.0,DST Rams  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Zay Flowers WR Ricky Pearsall,143.3
2782,4852422541,bust_63017,0,134.98,DST Rams  FLEX Marvin Harrison Jr. QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Tetairoa McMillan,139.8
2783,4846158751,jdisanto,0,134.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2783,4847359435,TrueBlue3,0,134.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2783,4848224441,Pitnlala21,0,134.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2783,4851606689,twindad32,0,134.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2783,4852233728,goner3,0,134.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2783,4853835703,Gaebelj,0,134.92,DST Rams  FLEX Chase Brown QB Josh Allen RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2783,4854177936,DeltaDyl,0,134.92,DST Rams  FLEX Kyren Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Rome Odunze,141.20000000000002
2790,4851853384,OscarGamble,0,134.9,DST Jets  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Chris Olave WR Calvin Ridley,133.8
2790,4853038644,devouredbychaos,0,134.9,DST Saints  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Brian Thomas Jr. WR Tyquan Thornton,128.20000000000002
2792,4851944284,Duboix,0,134.85999,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Ricky Pearsall WR Hollywood Brown,140.15
2792,4853652832,hollabe8,0,134.85999,DST Browns  FLEX Ricky Pearsall QB Mac Jones RB Christian McCaffrey RB Breece Hall TE Brenton Strange WR Ja'Marr Chase WR CeeDee Lamb WR Hollywood Brown,128.45
2794,4854134581,sophia434,0,134.84,DST Panthers  FLEX Ricky Pearsall QB Trevor Lawrence RB Christian McCaffrey RB James Conner TE Tyler Warren WR Puka Nacua WR Tetairoa McMillan WR Hollywood Brown,126.25
2794,4854404088,blueyedace4u2nv,0,134.84,DST Ravens  FLEX Hollywood Brown QB Joe Burrow RB Travis Etienne Jr. RB Kenneth Walker III TE Mark Andrews WR Ja'Marr Chase WR Ricky Pearsall WR Cooper Kupp,106.45
2796,4852910739,kpruehs16,0,134.78001,DST Rams  FLEX Jaxon Smith-Njigba QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Amon-Ra St. Brown WR DeVonta Smith WR Hollywood Brown,141.20000000000002
2796,4850776431,sciszews,0,134.78,DST Seahawks  FLEX Christian McCaffrey QB Justin Fields RB Chase Brown RB D'Andre Swift TE Harold Fannin Jr. WR Amon-Ra St. Brown WR Garrett Wilson WR Calvin Ridley,123.65
2798,4849811682,wizk34,0,134.76,DST Cardinals  FLEX Kyren Williams QB Jared Goff RB James Conner RB Jaylen Warren TE Brenton Strange WR CeeDee Lamb WR DeVonta Smith WR Hollywood Brown,107.2
2798,4854165296,zman224,0,134.76,DST Rams  FLEX Tee Higgins QB Mac Jones RB Christian McCaffrey RB Tyrone Tracy Jr. TE Trey McBride WR CeeDee Lamb WR Ricky Pearsall WR Chris Olave,130.6
2800,4852094148,cletis89,0,134.74,DST Steelers  FLEX Chase Brown QB Joe Burrow RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Rashid Shaheed,131.79999999999998
2800,4847045183,JTFarley,0,134.73999,DST Ravens  FLEX Chris Olave QB Trevor Lawrence RB Christian McCaffrey RB James Conner TE Jake Ferguson WR Brian Thomas Jr. WR Jaxon Smith-Njigba WR Travis Hunter,121.15
2802,4852720932,Aj_cray,0,134.72,DST Rams  FLEX James Conner QB Josh Allen RB Christian McCaffrey RB James Cook TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,132.2
2802,4854431875,MoparHC,0,134.72,DST Titans  FLEX Ja'Marr Chase QB Josh Allen RB James Conner RB D'Andre Swift TE Jake Ferguson WR DK Metcalf WR George Pickens WR Joshua Palmer,99.30000000000001
2804,4845296728,CityzenBlue12,0,134.7,DST Cowboys  FLEX Juwan Johnson QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Zay Flowers WR Hollywood Brown,135.25
2804,4851299810,Conor100,0,134.7,DST Rams  FLEX Ricky Pearsall QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,144.8
2804,4851538534,boltzfan123,0,134.7,DST Saints  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Breece Hall TE Harold Fannin Jr. WR Puka Nacua WR Ricky Pearsall WR Chris Olave,126.80000000000001
2804,4852356080,Briantorgo,0,134.7,DST Rams  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Ricky Pearsall,144.8
2804,4852588138,j1mjam13,0,134.7,DST Rams  FLEX James Conner QB Lamar Jackson RB Christian McCaffrey RB Javonte Williams TE Tyler Warren WR Ricky Pearsall WR Hollywood Brown WR Chris Olave,130.79999999999998
2804,4852906867,lilvincesanity,0,134.7,DST Rams  FLEX Puka Nacua QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Ricky Pearsall WR Hollywood Brown,144.8
2804,4853132032,SPF16,0,134.7,DST Rams  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Ricky Pearsall,144.8
2804,4853148993,jmdck9,0,134.7,DST Rams  FLEX Tee Higgins QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Ricky Pearsall WR Hollywood Brown,144.8
2804,4853337676,Kenpodad,0,134.7,DST Rams  FLEX Ricky Pearsall QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Tee Higgins WR Hollywood Brown,144.8
2804,4847266214,rickwatsonjr,0,134.69998,DST Rams  FLEX Jaxon Smith-Njigba QB Lamar Jackson RB Kyren Williams RB Javonte Williams TE Ja'Tavion Sanders WR Zay Flowers WR Tee Higgins WR Khalil Shakir,113.1
2814,4854131763,HaileyDFS,0,134.68,DST Seahawks  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB D'Andre Swift TE Tyler Warren WR Courtland Sutton WR Jaxon Smith-Njigba WR Rome Odunze,122.39999999999999
2815,4851380452,Goliath127,0,134.64001,DST Rams  FLEX Christian McCaffrey QB Dak Prescott RB Chase Brown RB Travis Etienne Jr. TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Chris Olave,140.1
2815,4851725015,Killa157,0,134.64001,DST Patriots  FLEX Chris Olave QB Joe Burrow RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Ja'Marr Chase WR Hollywood Brown WR Kayshon Boutte,128.85
2815,4852819500,jr0d33,0,134.64,DST Cardinals  FLEX Juwan Johnson QB Joe Burrow RB Christian McCaffrey RB James Conner TE Brenton Strange WR Ja'Marr Chase WR DK Metcalf WR Kayshon Boutte,121.60000000000001
2815,4854405872,jstuzy,0,134.63998,DST Seahawks  FLEX Tee Higgins QB Dak Prescott RB Breece Hall RB Travis Etienne Jr. TE Juwan Johnson WR CeeDee Lamb WR Brian Thomas Jr. WR Ricky Pearsall,115.14999999999999
2819,4852367493,cmileo01,0,134.62,DST Colts  FLEX Rashid Shaheed QB Josh Allen RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Garrett Wilson WR Calvin Ridley,122.8
2820,4847408893,Jbellusci,0,134.6,DST Titans  FLEX Ja'Marr Chase QB Tua Tagovailoa RB Breece Hall RB Travis Etienne Jr. TE Tyler Warren WR Tyreek Hill WR Marvin Harrison Jr. WR DeVonta Smith,103.4
2820,4849833164,bronolan1,0,134.6,DST Rams  FLEX Garrett Wilson QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Hollywood Brown WR Kayshon Boutte,133.4
2820,4854457716,NYCTERPS,0,134.6,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB Jahmyr Gibbs RB Breece Hall TE Harold Fannin Jr. WR CeeDee Lamb WR Ricky Pearsall WR Cedric Tillman,131.55
2823,4854372441,TheBigTicket,0,134.58,DST Dolphins  FLEX De'Von Achane QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,135.35
2824,4853802362,akabruski,0,134.54,DST Titans  FLEX Tyrone Tracy Jr. QB Dak Prescott RB Christian McCaffrey RB Jaylen Warren TE Trey McBride WR CeeDee Lamb WR Hollywood Brown WR Cedric Tillman,115.5
2825,4848930188,deemanny,0,134.52,DST Panthers  FLEX Hollywood Brown QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Malik Nabers WR Jaxon Smith-Njigba WR Calvin Ridley,131.5
2825,4849583308,familiarvoice93,0,134.52,DST Panthers  FLEX Hollywood Brown QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Malik Nabers WR Jaxon Smith-Njigba WR Calvin Ridley,131.5
2825,4851069593,RegalDeagle,0,134.52,DST Dolphins  FLEX Harold Fannin Jr. QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,133.65
2828,4846156154,owens101,0,134.5,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4847328220,jdani614,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4847389102,mikesap52,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4847747064,Hansm,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4848276703,jgatz3,0,134.5,DST Rams  FLEX Chase Brown QB Drake Maye RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4849391779,sweetNsalty,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4851061277,Hawkberg,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4851686550,brarob11,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4851722640,EazyE242,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4852517435,poz1171,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4853377973,D_Ussery13,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4853553178,leopin7,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4853879286,ZQ1989,0,134.5,DST Rams  FLEX James Conner QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Chris Olave,141.20000000000002
2828,4854370472,chrisbmx987,0,134.5,DST Rams  FLEX Kyren Williams QB Drake Maye RB James Conner RB Travis Etienne Jr. TE Dalton Kincaid WR Ja'Marr Chase WR Marvin Harrison Jr. WR Ricky Pearsall,123.35
2842,4852661287,arroncar,0,134.48,DST Saints  FLEX Cedric Tillman QB Justin Fields RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Puka Nacua WR Tee Higgins WR Jaxon Smith-Njigba,127.5
2842,4854439254,farquan,0,134.48,DST Panthers  FLEX Malik Nabers QB Patrick Mahomes RB Breece Hall RB Isiah Pacheco TE Noah Fant WR Ja'Marr Chase WR Marvin Harrison Jr. WR Hollywood Brown,96.44999999999999
2844,4847332558,gravescoby,0,134.46,DST Rams  FLEX Breece Hall QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,141.85
2844,4852387035,wiseman1016,0,134.46,DST Saints  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Sam LaPorta WR CeeDee Lamb WR Garrett Wilson WR Jaxon Smith-Njigba,129.65
2846,4847214081,zachstevens430,0,134.44,DST Rams  FLEX Marvin Harrison Jr. QB Dak Prescott RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Kayshon Boutte,131.5
2846,4854454839,LatinoHeat11,0,134.44,DST Colts  FLEX Keon Coleman QB Dak Prescott RB Jonathan Taylor RB Travis Etienne Jr. TE Travis Kelce WR CeeDee Lamb WR DK Metcalf WR Hollywood Brown,108.6
2848,4854348624,johnnycamaney,0,134.41998,DST Patriots  FLEX Cedric Tillman QB Aaron Rodgers RB Christian McCaffrey RB Travis Etienne Jr. TE Sam LaPorta WR Puka Nacua WR Jaxon Smith-Njigba WR Marvin Harrison Jr.,117.7
2849,4846623812,murph4898,0,134.4,DST Titans  FLEX Cedric Tillman QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Trey McBride WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Kayshon Boutte,125.49999999999999
