Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,lineup_rating
2268,4852588509,tmac411,0,140.5,DST Colts  FLEX Travis Etienne Jr. QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Jake Ferguson WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,134.75
2268,4846124378,jedimoose28,0,140.49998,DST Panthers  FLEX Breece Hall QB Drake Maye RB Derrick Henry RB Travis Etienne Jr. TE Jake Ferguson WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Kayshon Boutte,111.95
2279,4854335710,allen_E,0,140.48001,DST Rams  FLEX Ja'Marr Chase QB Justin Fields RB Christian McCaffrey RB Travis Etienne Jr. TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR DeVonta Smith WR Hollywood Brown,144.75
2279,4850808620,hcuellar75,0,140.48,DST Broncos  FLEX Tyler Warren QB Patrick Mahomes RB Christian McCaffrey RB De'Von Achane TE Jake Ferguson WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,116.39999999999999
2279,4854149496,ekahn88,0,140.48,DST Saints  FLEX Travis Etienne Jr. QB Justin Fields RB Chase Brown RB Javonte Williams TE Tyler Warren WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR Marvin Harrison Jr.,114.85000000000001
2282,4846449537,barronj,0,140.46,DST Colts  FLEX Derrick Henry QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,131.25
2282,4848842493,tippymb,0,140.46,DST Colts  FLEX Derrick Henry QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,131.25
2284,4850538696,HooKIM26,0,140.42,DST Cardinals  FLEX Khalil Shakir QB Josh Allen RB Christian McCaffrey RB Javonte Williams TE David Njoku WR Zay Flowers WR Hollywood Brown WR Rome Odunze,112.14999999999998
2285,4854357374,yesyeh45,0,140.40001,DST Rams  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Juwan Johnson WR Tee Higgins WR Jaxon Smith-Njigba WR Chris Olave,137.54999999999998
2285,4851790162,Jnappa28,0,140.4,DST Rams  FLEX Brian Thomas Jr. QB Drake Maye RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Cedric Tillman,136.14999999999998
2285,4853766150,TheCloser2015,0,140.4,DST Rams  FLEX Christian McCaffrey QB Lamar Jackson RB Chase Brown RB Javonte Williams TE Juwan Johnson WR Tee Higgins WR Hollywood Brown WR Chris Olave,136.85
2288,4846568153,SuperGat0r15,0,140.36,DST Rams  FLEX Ja'Marr Chase QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Tyler Warren WR Brian Thomas Jr. WR Hollywood Brown WR Kayshon Boutte,134.35
2288,4848710255,britdevine,0,140.36,DST Rams  FLEX Christian McCaffrey QB Mac Jones RB De'Von Achane RB Chase Brown TE Trey McBride WR Tetairoa McMillan WR Hollywood Brown WR Chris Olave,140.05
2290,4847202507,ntmellie,0,140.34001,DST Rams  FLEX JuJu Smith-Schuster QB Dak Prescott RB Christian McCaffrey RB De'Von Achane TE Pat Freiermuth WR CeeDee Lamb WR Jaxon Smith-Njigba WR Travis Hunter,118.65
2291,4854316822,gwalkerw7,0,140.32,DST Steelers  FLEX Calvin Ridley QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Chris Olave WR Rome Odunze,127.3
2292,4852896104,jmoney121,0,140.29999,DST Rams  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Puka Nacua WR Tee Higgins WR Calvin Ridley,140.25
2293,4848112490,FFmachine,0,140.28,DST Saints  FLEX Chase Brown QB Justin Fields RB Christian McCaffrey RB Breece Hall TE Harold Fannin Jr. WR Ja'Marr Chase WR Ricky Pearsall WR Rome Odunze,132.5
2293,4854460389,kurakst,0,140.28,DST Colts  FLEX Keon Coleman QB Justin Fields RB Jahmyr Gibbs RB James Cook TE Jonnu Smith WR Amon-Ra St. Brown WR Jaxon Smith-Njigba WR DJ Moore,99.74999999999999
2293,4854501865,SurfDaChamp,0,140.28,DST Bills  FLEX Bhayshul Tuten QB Patrick Mahomes RB Saquon Barkley RB Isaac Guerendo TE Travis Kelce WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Rashod Bateman,85.14999999999999
2293,4849122930,BluesandBirds1,0,140.27998,DST Rams  FLEX Ja'Marr Chase QB Justin Fields RB Javonte Williams RB Travis Etienne Jr. TE Tyler Warren WR Jaxon Smith-Njigba WR Marvin Harrison Jr. WR Hollywood Brown,126.7
2297,4849883075,evoneper,0,140.26,DST Saints  FLEX Saquon Barkley QB Jared Goff RB Derrick Henry RB David Montgomery TE Jonnu Smith WR Jameson Williams WR Khalil Shakir WR Rome Odunze,79.14999999999999
2297,4850894609,jeffreyd26,0,140.26,DST Rams  FLEX Puka Nacua QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Grant Calcaterra WR A.J. Brown WR Jaxon Smith-Njigba WR Ricky Pearsall,133.3
2299,4853847622,greenwood97,0,140.24,DST Patriots  FLEX De'Von Achane QB Dak Prescott RB Christian McCaffrey RB James Conner TE Grant Calcaterra WR CeeDee Lamb WR Garrett Wilson WR Kendrick Bourne,113.24999999999999
2299,4854456464,tdubfu,0,140.23999,DST Rams  FLEX Joshua Palmer QB Dak Prescott RB Christian McCaffrey RB Chase Brown TE Jake Ferguson WR CeeDee Lamb WR Tetairoa McMillan WR Ricky Pearsall,129.70000000000002
2301,4850485909,draftjoshallen19,0,140.22,DST Saints  FLEX Javonte Williams QB Josh Allen RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Malik Nabers WR Hollywood Brown WR Calvin Ridley,128.20000000000002
2302,4853589330,Mcfadds31,0,140.2,DST Rams  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Travis Etienne Jr. TE Tyler Warren WR Zay Flowers WR Jaxon Smith-Njigba WR Cedric Tillman,133.39999999999998
2302,4854393062,Codeyyoung,0,140.2,DST Patriots  FLEX Hollywood Brown QB Drake Maye RB Derrick Henry RB Jahmyr Gibbs TE Juwan Johnson WR Ja'Marr Chase WR Stefon Diggs WR Kayshon Boutte,111.14999999999999
2304,4847353035,LebronHam24,0,140.18,DST Seahawks  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Chris Olave,139.6
2305,4854449654,goobretty,0,140.16,DST Rams  FLEX Cedric Tillman QB Mac Jones RB Christian McCaffrey RB Breece Hall TE Trey McBride WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,133.85
2305,4854260790,Donkeeez2,0,140.15999,DST Lions  FLEX Christian McCaffrey QB Mac Jones RB Breece Hall RB Travis Etienne Jr. TE Trey McBride WR Ja'Marr Chase WR Ricky Pearsall WR JuJu Smith-Schuster,123.54999999999998
2307,4852526224,bck4gators,0,140.14,DST Titans  FLEX De'Von Achane QB Trevor Lawrence RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Brian Thomas Jr. WR Elic Ayomanor,129.1
2307,4852768119,RubioDimes,0,140.14,DST Titans  FLEX De'Von Achane QB Trevor Lawrence RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Brian Thomas Jr. WR Elic Ayomanor,129.1
2309,4853205017,TheJayhawk,0,140.12001,DST Broncos  FLEX Harold Fannin Jr. QB Josh Allen RB Christian McCaffrey RB Kyren Williams TE Sam LaPorta WR Malik Nabers WR Marvin Harrison Jr. WR Rome Odunze,121.7
2310,4847269836,ClarkShearer,0,140.1,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Grant Calcaterra WR CeeDee Lamb WR Hollywood Brown WR Elic Ayomanor,134.15
2310,4853255732,cc20mstill62,0,140.09999,DST Rams  FLEX Puka Nacua QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tetairoa McMillan WR Hollywood Brown WR Cedric Tillman,139.95
2310,4854405176,simonad1,0,140.09999,DST Saints  FLEX Kyren Williams QB Lamar Jackson RB Chase Brown RB Travis Etienne Jr. TE Juwan Johnson WR Puka Nacua WR Jaxon Smith-Njigba WR Kayshon Boutte,119.64999999999999
2313,4852161079,hank0161,0,140.08,DST Colts  FLEX Harold Fannin Jr. QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Tyler Warren WR Puka Nacua WR Tee Higgins WR Jaxon Smith-Njigba,132.6
2313,4852609294,GloryGoats,0,140.08,DST Rams  FLEX Chase Brown QB Caleb Williams RB Derrick Henry RB Christian McCaffrey TE Juwan Johnson WR Jaxon Smith-Njigba WR Rome Odunze WR Kayshon Boutte,127.55000000000001
2315,4852630284,fassben2,0,140.0,DST Rams  FLEX Kayshon Boutte QB Lamar Jackson RB Christian McCaffrey RB James Conner TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Rashod Bateman,128.75000000000003
2316,4847759565,hooty81,0,139.98,DST Panthers  FLEX Juwan Johnson QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Hollywood Brown,137.75
2316,4850221626,ptobias22301,0,139.98,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,140.65
2316,4851031366,Europa1960,0,139.98,DST Rams  FLEX Chris Olave QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Hollywood Brown,140.64999999999998
2316,4852286176,hubie77,0,139.98,DST Rams  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,140.65
2316,4854123444,schutodd,0,139.98,DST Titans  FLEX Javonte Williams QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Juwan Johnson WR Ja'Marr Chase WR Hollywood Brown WR Chris Olave,131.4
2321,4850811006,markj_mma,0,139.94,DST Rams  FLEX James Conner QB Dak Prescott RB Jahmyr Gibbs RB Chase Brown TE Brenton Strange WR Puka Nacua WR George Pickens WR Elic Ayomanor,118.55
2321,4851649938,letsgoeagles518,0,139.94,DST Cowboys  FLEX Javonte Williams QB Joe Burrow RB Saquon Barkley RB Travis Etienne Jr. TE Harold Fannin Jr. WR Ja'Marr Chase WR Jameson Williams WR JuJu Smith-Schuster,103.64999999999999
2321,4852175552,natedogdude,0,139.94,DST Rams  FLEX DeVonta Smith QB Dak Prescott RB James Conner RB Kenneth Walker III TE Harold Fannin Jr. WR CeeDee Lamb WR A.J. Brown WR Jameson Williams,109.45
2321,4852191676,gdobbs,0,139.94,DST Patriots  FLEX Jaylen Warren QB Joe Burrow RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Jerry Jeudy WR Chris Olave,124.0
2321,4853931529,justbringit1,0,139.93999,DST Rams  FLEX Christian McCaffrey QB Dak Prescott RB Chase Brown RB Javonte Williams TE Harold Fannin Jr. WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,133.35
2326,4846118747,Nicholas.P,0,139.9,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tetairoa McMillan WR Hollywood Brown WR Chris Olave,141.3
2326,4852586518,natedog2184,0,139.9,DST Rams  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Tetairoa McMillan WR Hollywood Brown WR Chris Olave,141.3
2326,4853754656,Dynamike11,0,139.9,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tetairoa McMillan WR Hollywood Brown WR Chris Olave,141.3
2329,4853681714,ajacejackaj,0,139.87999,DST Cowboys  FLEX Travis Kelce QB Patrick Mahomes RB Christian McCaffrey RB Kyren Williams TE Jake Ferguson WR Ja'Marr Chase WR Hollywood Brown WR Calvin Ridley,123.9
2330,4850367088,chaddwick2005,0,139.86,DST Rams  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Chris Olave,140.55
2330,4851455707,SirCharChar,0,139.86,DST Rams  FLEX Breece Hall QB Mac Jones RB Christian McCaffrey RB James Conner TE Juwan Johnson WR CeeDee Lamb WR Jaxon Smith-Njigba WR Hollywood Brown,135.54999999999998
2332,4853856702,awynne717,0,139.84,DST Saints  FLEX Elic Ayomanor QB Joe Burrow RB Christian McCaffrey RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Brian Thomas Jr. WR Jaxon Smith-Njigba,133.05
2332,4854401820,jakeky,0,139.84,DST Rams  FLEX Travis Etienne Jr. QB Dak Prescott RB Christian McCaffrey RB James Conner TE Tyler Warren WR CeeDee Lamb WR Kayshon Boutte WR Cedric Tillman,123.54999999999997
2332,4854469205,rbeach41,0,139.84,DST Rams  FLEX Juwan Johnson QB Dak Prescott RB Jahmyr Gibbs RB Breece Hall TE Jake Ferguson WR CeeDee Lamb WR Tyreek Hill WR Marvin Harrison Jr.,112.0
2335,4848133544,lprimasing,0,139.8,DST Rams  FLEX Christian McCaffrey QB Drake Maye RB Jonathan Taylor RB Breece Hall TE Brenton Strange WR CeeDee Lamb WR Hollywood Brown WR Kayshon Boutte,124.44999999999997
2335,4846397390,skunkel133,0,139.79999,DST Steelers  FLEX Amon-Ra St. Brown QB Lamar Jackson RB Jahmyr Gibbs RB Chase Brown TE Harold Fannin Jr. WR Ricky Pearsall WR Hollywood Brown WR Chris Olave,122.25
2337,4850795216,victorsy,0,139.78001,DST Rams  FLEX CeeDee Lamb QB Justin Fields RB Christian McCaffrey RB TreVeyon Henderson TE Harold Fannin Jr. WR Garrett Wilson WR Jaxon Smith-Njigba WR Rome Odunze,130.4
2338,4853508860,tug28,0,139.76001,DST Patriots  FLEX James Conner QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Brenton Strange WR CeeDee Lamb WR Jaxon Smith-Njigba WR Chris Olave,130.04999999999998
2338,4851801467,James2zero,0,139.76,DST Bears  FLEX Jaylen Warren QB Mac Jones RB Christian McCaffrey RB Travis Etienne Jr. TE Trey McBride WR Puka Nacua WR Tee Higgins WR Hollywood Brown,129.95000000000002
2338,4854146163,rjh914,0,139.76,DST Cardinals  FLEX Jaylen Warren QB Mac Jones RB Chase Brown RB James Conner TE Jake Tonges WR CeeDee Lamb WR Puka Nacua WR Hollywood Brown,113.85
2341,4853064765,JNewcott,0,139.74,DST Saints  FLEX Alvin Kamara QB Joe Burrow RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Elic Ayomanor,135.40000000000003
2342,4851771954,jjanddad,0,139.70001,DST Patriots  FLEX DeVonta Smith QB Lamar Jackson RB James Conner RB TreVeyon Henderson TE Harold Fannin Jr. WR Ja'Marr Chase WR Zay Flowers WR Calvin Ridley,114.15000000000002
2342,4853429055,golddragon48277,0,139.70001,DST Patriots  FLEX DeVonta Smith QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Jaxon Smith-Njigba WR Keon Coleman,130.25
2344,4852361129,rschoborg,0,139.68,DST Rams  FLEX Puka Nacua QB Justin Fields RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Tee Higgins WR Calvin Ridley WR Rome Odunze,139.65000000000003
2345,4846181561,tim77042,0,139.66,DST Rams  FLEX Keon Coleman QB Mac Jones RB Jahmyr Gibbs RB Breece Hall TE David Njoku WR Ja'Marr Chase WR Jaxon Smith-Njigba WR DeVonta Smith,117.95
2345,4854416460,BigRigZiggy,0,139.65999,DST 49ers  FLEX Tee Higgins QB Jared Goff RB Christian McCaffrey RB Jahmyr Gibbs TE Cole Kmet WR Jameson Williams WR Jerry Jeudy WR Travis Hunter,102.65
2347,4854289043,Smokeydokee,0,139.64,DST Cardinals  FLEX Saquon Barkley QB Joe Burrow RB Christian McCaffrey RB Javonte Williams TE Noah Fant WR Davante Adams WR Jauan Jennings WR Calvin Austin III,100.44999999999999
2348,4852302123,troynaab27,0,139.6,DST Rams  FLEX Kyren Williams QB Drake Maye RB James Cook RB Travis Etienne Jr. TE Trey McBride WR Tyreek Hill WR Hollywood Brown WR Stefon Diggs,114.1
2348,4854081976,inselman1,0,139.6,DST Seahawks  FLEX Kyren Williams QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Hollywood Brown,139.55
2348,4854501540,ScottDud,0,139.59999,DST Panthers  FLEX Kyren Williams QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Hunter Henry WR CeeDee Lamb WR Ricky Pearsall WR Rome Odunze,127.79999999999998
2348,4854283501,mfortner001,0,139.59998,DST Saints  FLEX Marvin Harrison Jr. QB Lamar Jackson RB Javonte Williams RB Travis Etienne Jr. TE Mark Andrews WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,110.0
2352,4853385610,tycarmical,0,139.56,DST Rams  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Brian Thomas Jr. WR Chris Olave,142.9
2352,4854131399,atxcanadian,0,139.56,DST Patriots  FLEX Jaylen Warren QB Mac Jones RB Christian McCaffrey RB Javonte Williams TE Tyler Warren WR DJ Moore WR Ricky Pearsall WR Hollywood Brown,113.3
2354,4852960502,ATL05,0,139.54001,DST Titans  FLEX A.J. Brown QB Joe Burrow RB Christian McCaffrey RB TreVeyon Henderson TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Rome Odunze,125.50000000000001
2355,4845458409,FantasySavant,0,139.5,DST Patriots  FLEX Hollywood Brown QB Drake Maye RB Christian McCaffrey RB Travis Etienne Jr. TE Tyler Warren WR CeeDee Lamb WR Brian Thomas Jr. WR Kayshon Boutte,124.49999999999999
2355,4850502603,Ironborough,0,139.5,DST Titans  FLEX Hollywood Brown QB Kyler Murray RB Christian McCaffrey RB Chase Brown TE Trey McBride WR Jaxon Smith-Njigba WR Chris Olave WR Rome Odunze,129.95000000000002
2355,4854398547,mcc36,0,139.5,DST Bears  FLEX Courtland Sutton QB Drake Maye RB Christian McCaffrey RB Travis Etienne Jr. TE Jake Ferguson WR Ja'Marr Chase WR DK Metcalf WR Calvin Ridley,123.35
2358,4846840198,rydagreat,0,139.48,DST Saints  FLEX Hollywood Brown QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Calvin Ridley,136.25
2359,4850532944,Rampower2010,0,139.46,DST Rams  FLEX Chase Brown QB Mac Jones RB Christian McCaffrey RB Jahmyr Gibbs TE Harold Fannin Jr. WR Puka Nacua WR DeVonta Smith WR Chris Olave,139.35
2360,4847113800,NYGFan56,0,139.42001,DST Cowboys  FLEX Jake Ferguson QB Josh Allen RB Christian McCaffrey RB Jonathan Taylor TE Harold Fannin Jr. WR Brian Thomas Jr. WR Tee Higgins WR Jaxon Smith-Njigba,126.44999999999999
2361,4853781222,BigDicDezzy,0,139.40001,DST Colts  FLEX Marvin Harrison Jr. QB Drake Maye RB Christian McCaffrey RB Travis Etienne Jr. TE Tyler Warren WR CeeDee Lamb WR Jaxon Smith-Njigba WR Chris Olave,124.35
2361,4846758725,Kutendo,0,139.4,DST Titans  FLEX Chuba Hubbard QB Lamar Jackson RB Chase Brown RB Travis Etienne Jr. TE Brenton Strange WR Puka Nacua WR Jaxon Smith-Njigba WR Chris Olave,116.65
2361,4850517704,frittsyy,0,139.4,DST Saints  FLEX Hollywood Brown QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Jaxon Smith-Njigba WR Cedric Tillman,134.2
2361,4852377285,DrShaft,0,139.4,DST Rams  FLEX Tetairoa McMillan QB Drake Maye RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Brian Thomas Jr. WR Kayshon Boutte,136.55
2361,4854353076,slynch19,0,139.4,DST Seahawks  FLEX Christian McCaffrey QB Lamar Jackson RB Chase Brown RB Travis Etienne Jr. TE Tyler Warren WR Jaxon Smith-Njigba WR Ricky Pearsall WR Kayshon Boutte,128.4
2366,4846199777,mgamaci245,0,139.38,DST Rams  FLEX Kyren Williams QB Justin Fields RB Christian McCaffrey RB De'Von Achane TE Brenton Strange WR Garrett Wilson WR Tetairoa McMillan WR Rome Odunze,131.5
2366,4852451172,mrdgoblue03,0,139.38,DST Rams  FLEX A.J. Brown QB Justin Fields RB Christian McCaffrey RB Breece Hall TE David Njoku WR Davante Adams WR Jameson Williams WR Rome Odunze,117.79999999999998
2368,4852703908,hothooper7,0,139.36,DST Eagles  FLEX Trey McBride QB Mac Jones RB Christian McCaffrey RB Kyren Williams TE Tyler Warren WR CeeDee Lamb WR Jaxon Smith-Njigba WR Calvin Ridley,128.75
2369,4847497843,astoner09,0,139.34,DST Patriots  FLEX Brenton Strange QB Joe Burrow RB Jahmyr Gibbs RB Kyren Williams TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Jaxon Smith-Njigba,126.45000000000002
2369,4854189777,ryan.hill2015,0,139.34,DST Cowboys  FLEX Jerry Jeudy QB Bo Nix RB Jahmyr Gibbs RB Travis Etienne Jr. TE Dalton Kincaid WR Puka Nacua WR Courtland Sutton WR Rome Odunze,103.10000000000001
2371,4847602956,USLALAS,0,139.3,DST Rams  FLEX Harold Fannin Jr. QB Drake Maye RB Derrick Henry RB Jahmyr Gibbs TE Brenton Strange WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Hollywood Brown,131.6
2371,4853328647,DarrenH,0,139.29999,DST Rams  FLEX De'Von Achane QB Drake Maye RB Derrick Henry RB Christian McCaffrey TE Juwan Johnson WR Brian Thomas Jr. WR Travis Hunter WR Hunter Renfrow,122.64999999999999
2373,4846661432,fill79,0,139.26,DST Rams  FLEX Hollywood Brown QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR CeeDee Lamb WR Puka Nacua WR Calvin Ridley,142.45
2373,4850149219,Bubbles159,0,139.26,DST Rams  FLEX CeeDee Lamb QB Mac Jones RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Puka Nacua WR Hollywood Brown WR Calvin Ridley,142.45000000000002
2375,4854430483,ssmooth,0,139.24,DST Rams  FLEX Travis Etienne Jr. QB Joe Burrow RB Christian McCaffrey RB Chuba Hubbard TE Harold Fannin Jr. WR Ja'Marr Chase WR Hollywood Brown WR Kayshon Boutte,134.65
2375,4854404099,bigbuckbrowning,0,139.23999,DST Rams  FLEX Tyreek Hill QB Dak Prescott RB Breece Hall RB Cam Skattebo TE Jake Ferguson WR CeeDee Lamb WR A.J. Brown WR Jaylen Waddle,98.55
2377,4846273375,lichter17,0,139.2,DST Saints  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,135.55
2377,4846648616,dporche11,0,139.2,DST Saints  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Chase Brown TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,135.55
2377,4846971896,goldengoat29,0,139.2,DST Saints  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB De'Von Achane TE Harold Fannin Jr. WR Jaxon Smith-Njigba WR Hollywood Brown WR Chris Olave,135.54999999999998
